PeakID (cmd=annotatePeaks.pl loss_I315IvI315X.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1240	chr7	27067607	27068106	+	0	NA	Intergenic	LTR67B|LTR|ERVL	28144	NM_153620	3198	Hs.67397	NM_005522	ENSG00000105991	HOXA1	BSAS|HOX1|HOX1F	homeobox A1	protein-coding
196	chr8	123384348	123384847	+	0	NA	intron (NM_014109, intron 1 of 27)	intron (NM_014109, intron 1 of 27)	11850	NM_014109	29028	Hs.370834	NM_014109	ENSG00000156802	ATAD2	ANCCA|CT137|PRO2000	ATPase family AAA domain containing 2	protein-coding
609	chr3	179799618	179800117	+	0	NA	non-coding (NR_146167, exon 14 of 14)	non-coding (NR_146167, exon 14 of 14)	-98327	NR_110059	101928790	Hs.667247	NR_110059	ENSG00000244302	PEX5L-AS2	-	PEX5L antisense RNA 2	ncRNA
464	chr5	79136257	79136756	+	0	NA	Intergenic	FordPrefect|DNA|hAT-Tip100	24697	NM_001713	635	Hs.80756	NM_001713	ENSG00000145692	BHMT	BHMT1|HEL-S-61p	betaine--homocysteine S-methyltransferase	protein-coding
239	chr12	107043346	107043845	+	0	NA	intron (NM_004075, intron 1 of 12)	L1M2a|LINE|L1	49954	NM_004075	1407	Hs.151573	NM_004075	ENSG00000008405	CRY1	DSPD|PHLL1	cryptochrome circadian regulator 1	protein-coding
97	chr12	95768657	95769156	+	0	NA	intron (NM_001329701, intron 2 of 9)	L2c|LINE|L2	21289	NM_001329702	59277	Hs.201034	NM_021229	ENSG00000074527	NTN4	PRO3091	netrin 4	protein-coding
834	chr5	82944364	82944863	+	0	NA	Intergenic	L1PA5|LINE|L1	-84777	NR_105016	102546175		NR_105016	ENSG00000281327	LINC01338	-	long intergenic non-protein coding RNA 1338	ncRNA
1201	chr13	97243098	97243597	+	0	NA	intron (NM_144778, intron 1 of 8)	L2a|LINE|L2	21014	NM_144778	10150	Hs.657347	NM_144778	ENSG00000139793	MBNL2	MBLL|MBLL39|PRO2032	muscleblind like splicing regulator 2	protein-coding
1163	chr9	81854511	81855010	+	0	NA	Intergenic	Tigger3b|DNA|TcMar-Tigger	-58677	NR_026851	347127	Hs.215235	NM_198509	ENSG00000240632	SPATA31D5P	FAM75D5|FAM75D5P	SPATA31 subfamily D member 5, pseudogene	pseudo
393	chr8	128123524	128124023	+	0	NA	Intergenic	Intergenic	-26343	NR_031613	100302281		NR_031613	ENSG00000221261	MIR1208	MIRN1208|hsa-mir-1208	microRNA 1208	ncRNA
327	chr6	2890280	2890779	+	0	NA	exon (NM_004155, exon 7 of 7)	exon (NM_004155, exon 7 of 7)	6541	NR_110841	101927730	Hs.104879	NR_110841		LOC101927730	-	uncharacterized LOC101927730	ncRNA
1046	chr13	62870817	62871316	+	0	NA	Intergenic	AluJo|SINE|Alu	-63707	NR_120403	100874176	Hs.402083	NR_047029		LINC00448	-	long intergenic non-protein coding RNA 448	ncRNA
222	chr8	80627698	80628197	+	0	NA	TTS (NM_001367783)	TTS (NM_001367783)	141721	NM_001105539	65986	Hs.591868	NM_023929	ENSG00000205189	ZBTB10	RINZF	zinc finger and BTB domain containing 10	protein-coding
91	chr22	49413604	49414103	+	0	NA	TTS (NR_110523)	TTS (NR_110523)	129613	NR_037440	100500882		NR_037440	ENSG00000264139	MIR3667	-	microRNA 3667	ncRNA
133	chr7	25432099	25432598	+	0	NA	Intergenic	Intergenic	-203862	NM_022150	64111	Hs.60473	NM_022150	ENSG00000105954	NPVF	C7orf9|RFRP	neuropeptide VF precursor	protein-coding
744	chr22	29877637	29878136	+	0	NA	Intergenic	Intergenic	-5283	NM_153050	8897	Hs.474536	NM_021090	ENSG00000100330	MTMR3	FYVE-DSP1|ZFYVE10	myotubularin related protein 3	protein-coding
556	chr15	33309574	33310073	+	0	NA	intron (NR_120327, intron 1 of 2)	intron (NR_120327, intron 1 of 2)	422	NR_120326	101928134	Hs.133851	NR_120326	ENSG00000259446	LOC101928134	-	uncharacterized LOC101928134	ncRNA
178	chr1	201397638	201398137	+	0	NA	intron (NM_005558, intron 1 of 9)	intron (NM_005558, intron 1 of 9)	1437	NM_005558	3898	Hs.519035	NM_005558	ENSG00000159166	LAD1	LadA	ladinin 1	protein-coding
896	chr19	2354107	2354606	+	0	NA	3' UTR (NM_152988, exon 15 of 15)	3' UTR (NM_152988, exon 15 of 15)	25672	NM_152988	56928	Hs.744026	NM_152988	ENSG00000005206	SPPL2B	IMP-4|IMP4|PSH4|PSL1	signal peptide peptidase like 2B	protein-coding
220	chr8	80867022	80867521	+	0	NA	intron (NM_001033723, intron 1 of 8)	intron (NM_001033723, intron 1 of 8)	7197	NM_001367783	619279	Hs.434957	NM_032651	ENSG00000164684	ZNF704	Gig1	zinc finger protein 704	protein-coding
935	chr3	134145238	134145737	+	0	NA	Intergenic	Intergenic	-87839	NR_135574	100507210	Hs.669052	NR_135574	ENSG00000243832	LINC02000	-	long intergenic non-protein coding RNA 2000	ncRNA
463	chr6	42736039	42736538	+	0	NA	Intergenic	Intergenic	8712	NR_037141	442211	Hs.563394	NR_037141		ATP6V0CP3	-	ATPase H+ transporting V0 subunit c pseudogene 3	pseudo
118	chr4	147775170	147775669	+	0	NA	intron (NM_024605, intron 1 of 22)	intron (NM_024605, intron 1 of 22)	-7176	NR_039962	100616246		NR_039962	ENSG00000264274	MIR4799	-	microRNA 4799	ncRNA
1230	chr18	35755521	35756020	+	0	NA	Intergenic	Intergenic	101201	NM_020474	2589	Hs.514806	NM_020474	ENSG00000141429	GALNT1	GALNAC-T1	polypeptide N-acetylgalactosaminyltransferase 1	protein-coding
1221	chrX	31629897	31630396	+	0	NA	intron (NM_000109, intron 54 of 78)	intron (NM_000109, intron 54 of 78)	-121848	NM_004014	1756	Hs.495912	NM_000109	ENSG00000198947	DMD	BMD|CMD3B|DXS142|DXS164|DXS206|DXS230|DXS239|DXS268|DXS269|DXS270|DXS272|MRX85	dystrophin	protein-coding
929	chr7	139525266	139525765	+	0	NA	intron (NM_001353368, intron 1 of 3)	intron (NM_001353368, intron 1 of 3)	1830	NM_001080511	154790	Hs.57806	NM_001080511	ENSG00000236279	CLEC2L	-	C-type lectin domain family 2 member L	protein-coding
394	chr5	135473405	135473904	+	0	NA	Intergenic	L2a|LINE|L2	-21303	NM_001099221	497189	Hs.552091	NM_001099221	ENSG00000255833	TIFAB	-	TIFA inhibitor	protein-coding
407	chr19	27936244	27936743	+	0	NA	intron (NR_146733, intron 2 of 6)	intron (NR_146733, intron 2 of 6)	-142553	NR_027301	148189	Hs.706547	NR_027301	ENSG00000261824	LINC00662	-	long intergenic non-protein coding RNA 662	ncRNA
833	chr7	105234502	105235001	+	0	NA	intron (NM_182692, intron 2 of 15)	intron (NM_182692, intron 2 of 15)	34326	NM_182691	6733	Hs.285197	NM_182691	ENSG00000135250	SRPK2	SFRSK2	SRSF protein kinase 2	protein-coding
1172	chr6	158715138	158715637	+	0	NA	intron (NM_001242394, intron 9 of 17)	intron (NM_001242394, intron 9 of 17)	49366	NR_037482	100500851		NR_037482	ENSG00000265558	MIR3918	mir-3918	microRNA 3918	ncRNA
1251	chr6	111042785	111043284	+	0	NA	Intergenic	MER57A-int|LTR|ERV1	4520	NR_002932	442245	Hs.551627	NR_002932		GSTM2P1	-	glutathione S-transferase mu 2 pseudogene 1	pseudo
932	chr9	123974233	123974732	+	0	NA	Intergenic	Intergenic	34914	NR_135129	100505588	Hs.547168	NR_135129	ENSG00000236668	LOC100505588	-	uncharacterized LOC100505588	ncRNA
134	chr6	166635127	166635626	+	0	NA	intron (NM_001006932, intron 2 of 21)	intron (NM_001006932, intron 2 of 21)	-8125	NM_021135	6196	Hs.655277	NM_021135	ENSG00000071242	RPS6KA2	HU-2|MAPKAPK1C|RSK|RSK3|S6K-alpha|S6K-alpha2|p90-RSK3|p90RSK2|pp90RSK3	ribosomal protein S6 kinase A2	protein-coding
1036	chr10	93663021	93663520	+	0	NA	intron (NM_006204, intron 21 of 21)	intron (NM_006204, intron 21 of 21)	39302	NM_001347713	118924	Hs.586650	NM_145246	ENSG00000148690	FRA10AC1	C10orf4|F26C11.1-like|FRA10A	FRA10A associated CGG repeat 1	protein-coding
548	chr12	62944699	62945198	+	0	NA	Intergenic	L2c|LINE|L2	-9798	NM_020700	57460	Hs.435479	NM_020700	ENSG00000111110	PPM1H	ARHCL1|NERPP-2C|URCC2	protein phosphatase, Mg2+/Mn2+ dependent 1H	protein-coding
49	chr3	56255196	56255695	+	0	NA	intron (NR_132749, intron 3 of 17)	intron (NR_132749, intron 3 of 17)	213022	NM_015576	26059	Hs.476389	NM_015576	ENSG00000187672	ERC2	CAST|CAST1|ELKSL|SPBC110|Spc110	ELKS/RAB6-interacting/CAST family member 2	protein-coding
382	chr8	106697126	106697625	+	0	NA	intron (NM_181354, intron 5 of 13)	intron (NM_181354, intron 5 of 13)	-28732	NM_001198535	55074	Hs.127286	NM_018002	ENSG00000164830	OXR1	Nbla00307|TLDC3	oxidation resistance 1	protein-coding
706	chr9	112114697	112115196	+	0	NA	intron (NM_022486, intron 6 of 16)	LTR16E2|LTR|ERVL	60351	NM_001282640	64420	Hs.494827	NM_022486	ENSG00000106868	SUSD1	-	sushi domain containing 1	protein-coding
1081	chr19	4044967	4045466	+	0	NA	3' UTR (NM_001317990, exon 3 of 3)	3' UTR (NM_001317990, exon 3 of 3)	20313	NM_001317990	51341	Hs.591384	NM_015898	ENSG00000178951	ZBTB7A	FBI-1|FBI1|LRF|TIP21|ZBTB7|ZNF857A|pokemon	zinc finger and BTB domain containing 7A	protein-coding
1247	chr7	46107565	46108064	+	0	NA	Intergenic	Intergenic	-186542	NM_001013398	3486	Hs.450230	NM_000598	ENSG00000146674	IGFBP3	BP-53|IBP3	insulin like growth factor binding protein 3	protein-coding
287	chr14	74296032	74296531	+	0	NA	intron (NR_148472, intron 5 of 17)	intron (NR_148472, intron 5 of 17)	6653	NM_001353602	5826	Hs.94395	NM_005050	ENSG00000119688	ABCD4	ABC41|EST352188|MAHCJ|P70R|P79R|PMP69|PXMP1L	ATP binding cassette subfamily D member 4	protein-coding
385	chr10	125775286	125775785	+	0	NA	intron (NM_147191, intron 1 of 6)	intron (NM_147191, intron 1 of 6)	286	NM_147191	118856	Hs.314141	NM_147191	ENSG00000154485	MMP21	HTX7|MMP-21	matrix metallopeptidase 21	protein-coding
613	chr15	41966715	41967214	+	0	NA	intron (NM_139265, intron 1 of 5)	L2b|LINE|L2	5593	NM_139265	30844	Hs.143703	NM_139265	ENSG00000103966	EHD4	PAST4	EH domain containing 4	protein-coding
161	chr2	62725298	62725797	+	0	NA	intron (NM_001142615, intron 2 of 22)	L1PA13|LINE|L1	18650	NM_001354217	23301	Hs.271667	NM_015252	ENSG00000115504	EHBP1	HPC12|NACSIN	EH domain binding protein 1	protein-coding
159	chr14	102737113	102737612	+	0	NA	Intergenic	Intergenic	-40087	NM_001199427	7187	Hs.510528	NM_003300	ENSG00000131323	TRAF3	CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1|RNF118	TNF receptor associated factor 3	protein-coding
253	chr7	18523899	18524398	+	0	NA	intron (NM_001204147, intron 1 of 9)	intron (NM_001204147, intron 1 of 9)	14878	NM_001204147	9734	Hs.196054	NM_014707	ENSG00000048052	HDAC9	HD7|HD7b|HD9|HDAC|HDAC7|HDAC7B|HDAC9B|HDAC9FL|HDRP|MITR	histone deacetylase 9	protein-coding
673	chr9	135890754	135891253	+	0	NA	intron (NM_015447, intron 1 of 16)	L1MEf|LINE|L1	16543	NM_015447	157922	Hs.522493	NM_015447	ENSG00000130559	CAMSAP1	-	calmodulin regulated spectrin associated protein 1	protein-coding
388	chr16	11642401	11642900	+	0	NA	Intergenic	AluSx|SINE|Alu	-25805	NM_003498	8303	Hs.618526	NM_003498	ENSG00000184602	SNN	-	stannin	protein-coding
517	chr16	1222980	1223479	+	0	NA	intron (NM_012467, intron 3 of 5)	intron (NM_012467, intron 3 of 5)	2039	NM_012467	25823	Hs.592076	NM_012467	ENSG00000116176	TPSG1	PRSS31|TMT|trpA	tryptase gamma 1	protein-coding
1164	chr15	85262622	85263121	+	0	NA	Intergenic	Intergenic	22520	NM_001310153	100133220	Hs.454625	NM_001310153		GOLGA6L3	-	golgin A6 family like 3	protein-coding
542	chr1	45676770	45677269	+	0	NA	intron (NM_021639, intron 2 of 12)	AluJb|SINE|Alu	9514	NM_021639	60313	Hs.238432	NM_021639	ENSG00000159592	GPBP1L1	SP192	GC-rich promoter binding protein 1 like 1	protein-coding
436	chr19	17974557	17975056	+	0	NA	intron (NM_002248, intron 3 of 10)	intron (NM_002248, intron 3 of 10)	23504	NM_002248	3780	Hs.158173	NM_002248	ENSG00000105642	KCNN1	KCa2.1|SK1|SKCA1|hSK1	potassium calcium-activated channel subfamily N member 1	protein-coding
200	chr7	151552790	151553289	+	0	NA	Intergenic	Intergenic	-33144	NM_005614	6009	Hs.283521	NM_005614	ENSG00000106615	RHEB	RHEB2	Ras homolog, mTORC1 binding	protein-coding
61	chr1	205430767	205431266	+	0	NA	Intergenic	Intergenic	-8960	NM_001199050	93273	Hs.655520	NM_001001552	ENSG00000186007	LEMD1	CT50|LEMP-1	LEM domain containing 1	protein-coding
364	chr4	142608438	142608937	+	0	NA	intron (NM_003866, intron 2 of 26)	intron (NM_003866, intron 2 of 26)	237848	NM_001331040	8821	Hs.176376	NM_003866	ENSG00000109452	INPP4B	-	inositol polyphosphate-4-phosphatase type II B	protein-coding
1030	chr16	58062973	58063472	+	0	NA	Intergenic	Intergenic	37468	NM_002428	4324	Hs.80343	NM_002428	ENSG00000102996	MMP15	MMP-15|MT2-MMP|MT2MMP|MTMMP2|SMCP-2	matrix metallopeptidase 15	protein-coding
1021	chr16	57962194	57962693	+	0	NA	intron (NM_001297, intron 7 of 32)	MIR3|SINE|MIR	8685	NM_001135639	1258	Hs.147062	NM_001297	ENSG00000070729	CNGB1	CNCG2|CNCG3L|CNCG4|CNG4|CNGB1B|GAR1|GARP|GARP2|RCNC2|RCNCb|RCNCbeta|RP45	cyclic nucleotide gated channel beta 1	protein-coding
1068	chr3	160390888	160391387	+	0	NA	intron (NR_148403, intron 2 of 20)	MER66A|LTR|ERV1	-7371	NM_001190242	57560	Hs.478095	NM_020800	ENSG00000068885	IFT80	ATD2|SRTD2|WDR56	intraflagellar transport 80	protein-coding
577	chr4	73099230	73099729	+	0	NA	intron (NM_032217, intron 25 of 33)	intron (NM_032217, intron 25 of 33)	-29720	NM_001300729	285521	Hs.356697	NM_173827	ENSG00000163626	COX18	COX18HS	cytochrome c oxidase assembly factor COX18	protein-coding
67	chr10	35214410	35214909	+	0	NA	Intergenic	Intergenic	18757	NM_182724	1390	Hs.200250	NM_001881	ENSG00000095794	CREM	CREM-2|ICER|hCREM-2	cAMP responsive element modulator	protein-coding
25	chr1	244024374	244024873	+	0	NA	intron (NR_033883, intron 6 of 11)	intron (NR_033883, intron 6 of 11)	-24316	NM_001278196	10472	Hs.69997	NM_006352	ENSG00000179456	ZBTB18	C2H2-171|MRD22|RP58|TAZ-1|ZNF238	zinc finger and BTB domain containing 18	protein-coding
427	chr1	205703458	205703957	+	0	NA	Intergenic	Intergenic	-23198	NM_033102	85414	Hs.278695	NM_033102	ENSG00000158715	SLC45A3	IPCA-2|IPCA-6|IPCA-8|IPCA6|PCANAP2|PCANAP6|PCANAP8|PRST	solute carrier family 45 member 3	protein-coding
1197	chr11	64415021	64415520	+	0	NA	Intergenic	L2a|LINE|L2	-33787	NR_073177	100996455	Hs.634142	NR_073177	ENSG00000181908	LINC02724	-	long intergenic non-protein coding RNA 2724	ncRNA
493	chr10	113905668	113906167	+	0	NA	intron (NM_198514, intron 10 of 10)	intron (NM_198514, intron 10 of 10)	51256	NM_198514	374354	Hs.369924	NM_198514	ENSG00000196865	NHLRC2	FINCA	NHL repeat containing 2	protein-coding
909	chr4	48403175	48403674	+	0	NA	intron (NM_020846, intron 6 of 7)	L1PA10|LINE|L1	61895	NM_020846	57606	Hs.479677	NM_020846	ENSG00000109171	SLAIN2	KIAA1458	SLAIN motif family member 2	protein-coding
545	chr19	27911387	27911886	+	0	NA	intron (NR_146735, intron 4 of 7)	intron (NR_146735, intron 4 of 7)	-117696	NR_027301	148189	Hs.706547	NR_027301	ENSG00000261824	LINC00662	-	long intergenic non-protein coding RNA 662	ncRNA
630	chr2	201621854	201622353	+	0	NA	3' UTR (NM_152388, exon 12 of 12)	3' UTR (NM_152388, exon 12 of 12)	-2925	NM_152525	151254	Hs.335788	NM_152525	ENSG00000155754	C2CD6	ALS2CR11	C2 calcium dependent domain containing 6	protein-coding
981	chr12	121990079	121990578	+	0	NA	intron (NM_144668, intron 19 of 21)	MER115|DNA|hAT-Tip100	-31556	NM_020993	605	Hs.530970	NM_020993	ENSG00000110987	BCL7A	BCL7	BAF chromatin remodeling complex subunit BCL7A	protein-coding
1051	chr2	241181920	241182419	+	0	NA	intron (NM_001282413, intron 8 of 8)	intron (NM_001282413, intron 8 of 8)	-6508	NM_001370694	50636	Hs.163909	NM_001001666	ENSG00000146205	ANO7	D-TMPP|DTMPP|IPCA-5|IPCA5|NGEP|PCANAP5|PCANAP5L|TMEM16G	anoctamin 7	protein-coding
1236	chr2	163301642	163302141	+	0	NA	Intergenic	Intergenic	434117	NM_001321825	55137	Hs.593650	NM_018086	ENSG00000182263	FIGN	-	fidgetin, microtubule severing factor	protein-coding
866	chr13	62861150	62861649	+	0	NA	Intergenic	THE1D|LTR|ERVL-MaLR	-54040	NR_120403	100874176	Hs.402083	NR_047029		LINC00448	-	long intergenic non-protein coding RNA 448	ncRNA
726	chr1	186307762	186308261	+	0	NA	exon (NM_001127709, exon 5 of 11)	exon (NM_001127709, exon 5 of 11)	11738	NM_001303232	10216	Hs.647723	NM_005807	ENSG00000116690	PRG4	CACP|HAPO|JCAP|MSF|SZP	proteoglycan 4	protein-coding
172	chr11	299958	300457	+	0	NA	promoter-TSS (NM_001025295)	promoter-TSS (NM_001025295)	-681	NM_001025295	387733	Hs.443469	NM_001025295	ENSG00000206013	IFITM5	BRIL|DSPA1|Hrmp1|OI5|fragilis4	interferon induced transmembrane protein 5	protein-coding
331	chr15	65337830	65338329	+	0	NA	intron (NM_004884, intron 2 of 13)	intron (NM_004884, intron 2 of 13)	33402	NR_002757	26832		NR_002757	ENSG00000200156	RNU5B-1	RNU5B|RNU5B-1P|U5B1	RNA, U5B small nuclear 1	snRNA
83	chr7	4957661	4958160	+	0	NA	intron (NR_072989, intron 1 of 8)	intron (NR_072989, intron 1 of 8)	1277	NM_198403	221938	Hs.558694	NM_198403	ENSG00000136297	MMD2	PAQR10	monocyte to macrophage differentiation associated 2	protein-coding
686	chr4	2587075	2587574	+	0	NA	intron (NM_001366318, intron 1 of 20)	MSTB1|LTR|ERVL-MaLR	-38108	NM_003704	8603	Hs.652364	NM_003704	ENSG00000125386	FAM193A	C4orf8|RES4-22	family with sequence similarity 193 member A	protein-coding
974	chr8	98089342	98089841	+	0	NA	exon (NM_173549, exon 2 of 3)	exon (NM_173549, exon 2 of 3)	25023	NM_173549	203111	Hs.171455	NM_173549	ENSG00000177459	ERICH5	C8orf47	glutamate rich 5	protein-coding
147	chr12	51063766	51064265	+	0	NA	exon (NM_030809, exon 5 of 5)	exon (NM_030809, exon 5 of 5)	15688	NR_147109	25875	Hs.655272	NM_015416	ENSG00000050426	LETMD1	1110019O13Rik|HCCR|HCCR-1|HCCR-2|HCCR1|HCCR2|HCRR-2|SLC55A3	LETM1 domain containing 1	protein-coding
112	chr13	49421400	49421899	+	0	NA	intron (NM_001287337, intron 3 of 11)	L1MDa|LINE|L1	-7898	NM_001287339	81617	Hs.87159	NM_030925	ENSG00000102547	CAB39L	MO25-BETA|MO2L|bA103J18.3	calcium binding protein 39 like	protein-coding
1047	chr6	56822111	56822610	+	0	NA	intron (NM_001144770, intron 2 of 94)	L1MEc|LINE|L1	21305	NM_183380	667	Hs.604915	NM_001723	ENSG00000151914	DST	BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBSB2|HSAN6|MACF2	dystonin	protein-coding
914	chr2	47361217	47361716	+	0	NA	Intergenic	L2|LINE|L2	-7682	NM_002354	4072	Hs.542050	NM_002354	ENSG00000119888	EPCAM	DIAR5|EGP-2|EGP314|EGP40|ESA|HNPCC8|KS1/4|KSA|M4S1|MIC18|MK-1|TACSTD1|TROP1	epithelial cell adhesion molecule	protein-coding
191	chr2	112681973	112682472	+	0	NA	Intergenic	Intergenic	36283	NM_005415	6574	Hs.187946	NM_005415	ENSG00000144136	SLC20A1	GLVR1|Glvr-1|PIT1|PiT-1	solute carrier family 20 member 1	protein-coding
1079	chr6	140097615	140098114	+	0	NA	Intergenic	MLT1H2|LTR|ERVL-MaLR	-106603	NR_121624	103352541	Hs.582647	NR_121624		LOC103352541	-	uncharacterized LOC103352541	ncRNA
175	chr12	12922285	12922784	+	0	NA	Intergenic	Intergenic	-5192	NR_149065	100506314	Hs.127718	NR_038920	ENSG00000247498	GPRC5D-AS1	-	GPRC5D and HEBP1 antisense RNA 1	ncRNA
2	chr15	35398165	35398664	+	0	NA	intron (NM_080650, intron 6 of 8)	MER21C|LTR|ERVL	-26050	NR_037507	100500904		NR_037507	ENSG00000265102	MIR3942	-	microRNA 3942	ncRNA
1113	chr3	42562297	42562796	+	0	NA	intron (NM_001201572, intron 3 of 6)	intron (NM_001201572, intron 3 of 6)	-19294	NM_016305	51188	Hs.534454	NM_016305	ENSG00000008324	SS18L2	KIAA-iso	SS18 like 2	protein-coding
737	chr11	130096117	130096616	+	0	NA	intron (NM_001243299, intron 1 of 16)	intron (NM_001243299, intron 1 of 16)	25798	NM_001243299	334	Hs.370247	NM_001642	ENSG00000084234	APLP2	APLP-2|APPH|APPL2|CDEBP	amyloid beta precursor like protein 2	protein-coding
870	chr1	41162351	41162850	+	0	NA	intron (NM_001172218, intron 2 of 15)	MER52D|LTR|ERV1	417	NM_001172221	22955	Hs.571874	NM_012236	ENSG00000010803	SCMH1	Scml3	Scm polycomb group protein homolog 1	protein-coding
480	chr8	6540751	6541250	+	0	NA	intron (NM_001147, intron 1 of 8)	LTR16E2|LTR|ERVL	22245	NM_001118887	285	Hs.583870	NM_001147	ENSG00000091879	ANGPT2	AGPT2|ANG2	angiopoietin 2	protein-coding
46	chr16	57366540	57367039	+	0	NA	TTS (NM_002990)	TTS (NM_002990)	-5701	NM_001304392	6376	Hs.531668	NM_002996	ENSG00000006210	CX3CL1	ABCD-3|C3Xkine|CXC3|CXC3C|NTN|NTT|SCYD1|fractalkine|neurotactin	C-X3-C motif chemokine ligand 1	protein-coding
938	chr7	47746719	47747218	+	0	NA	Intergenic	L2a|LINE|L2	-14508	NR_038407	84847	Hs.488236	NR_038407	ENSG00000146666	LINC00525	-	long intergenic non-protein coding RNA 525	ncRNA
115	chr19	42409695	42410194	+	0	NA	intron (NM_005357, intron 2 of 9)	intron (NM_005357, intron 2 of 9)	12796	NR_073180	100996307	Hs.466840	NR_073179	ENSG00000213904	LIPE-AS1	-	LIPE antisense RNA 1	ncRNA
810	chr14	91277476	91277975	+	0	NA	intron (NM_001080414, intron 29 of 29)	intron (NM_001080414, intron 29 of 29)	-23845	NM_003485	8111	Hs.8882	NM_003485	ENSG00000119714	GPR68	AI2A6|GPR12A|OGR1	G protein-coupled receptor 68	protein-coding
551	chr20	62227900	62228399	+	0	NA	promoter-TSS (NR_160555)	promoter-TSS (NR_160555)	-94	NR_160555	105369209	Hs.711994	NR_160555		LOC105369209	-	uncharacterized LOC105369209	ncRNA
812	chr14	53214231	53214730	+	0	NA	Intergenic	LTR18B|LTR|ERVL	61126	NR_110062	101927620		NR_110062	ENSG00000258731	LOC101927620	-	uncharacterized LOC101927620	ncRNA
847	chr17	42268043	42268542	+	0	NA	intron (NM_012448, intron 1 of 18)	Tigger3b|DNA|TcMar-Tigger	8114	NM_012448	6777	Hs.595276	NM_012448	ENSG00000173757	STAT5B	STAT5	signal transducer and activator of transcription 5B	protein-coding
569	chr20	44752674	44753173	+	0	NA	TTS (NM_022358)	TTS (NM_022358)	-6696	NR_132377	106144538	Hs.255479	NR_132377		KCNK15-AS1	-	KCNK15 and WISP2 antisense RNA 1	ncRNA
973	chr1	85675568	85676067	+	0	NA	intron (NM_017953, intron 8 of 9)	Tigger1|DNA|TcMar-Tigger	32616	NM_001170670	54680	Hs.5111	NM_017953	ENSG00000117174	ZNHIT6	BCD1|C1orf181|NY-BR-75	zinc finger HIT-type containing 6	protein-coding
891	chr10	50658268	50658767	+	0	NA	Intergenic	Intergenic	33566	NR_126411	104355295	Hs.450493	NR_126411		SGMS1-AS1	-	SGMS1 antisense RNA 1	ncRNA
482	chr4	90254314	90254813	+	0	NA	intron (NM_207491, intron 1 of 7)	L1MB8|LINE|L1	19532	NM_207491	401145	Hs.654735	NM_207491	ENSG00000184305	CCSER1	FAM190A	coiled-coil serine rich protein 1	protein-coding
39	chr5	176521132	176521631	+	0	NA	Intergenic	Intergenic	16021	NM_014901	22838	Hs.434888	NM_014901	ENSG00000146083	RNF44	-	ring finger protein 44	protein-coding
913	chr4	163554189	163554688	+	0	NA	intron (NM_017923, intron 2 of 3)	intron (NM_017923, intron 2 of 3)	59096	NM_017923	55016	Hs.592804	NM_017923	ENSG00000145416	MARCH1	MARCH-I|RNF171	membrane associated ring-CH-type finger 1	protein-coding
1218	chr11	9095408	9095907	+	0	NA	non-coding (NR_027713, exon 1 of 1)	non-coding (NR_027713, exon 1 of 1)	1294	NR_027713	283102	Hs.689472	NR_027713	ENSG00000213538	KRT8P41	-	keratin 8 pseudogene 41	pseudo
1037	chr3	31925052	31925551	+	0	NA	intron (NM_001174060, intron 1 of 10)	intron (NM_001174060, intron 1 of 10)	-56449	NM_001137674	344787	Hs.585139	NM_001137674	ENSG00000197385	ZNF860	-	zinc finger protein 860	protein-coding
13	chr10	14340231	14340730	+	0	NA	Intergenic	Intergenic	-9556	NM_018027	55691	Hs.330463	NM_018027	ENSG00000151474	FRMD4A	CCAFCA|FRMD4|bA295P9.4	FERM domain containing 4A	protein-coding
