PeakID (cmd=annotatePeaks.pl gain_I315IvI315X.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
11151	chr6	146341776	146342275	+	0	NA	intron (NM_001278065, intron 4 of 9)	MamGypsy2-I|LTR|Gypsy	-201808	NM_006834	10981	Hs.287714	NM_006834	ENSG00000118508	RAB32	-	RAB32, member RAS oncogene family	protein-coding
6130	chr5	178630582	178631081	+	0	NA	Intergenic	Intergenic	-3781	NM_020666	57396	Hs.406557	NM_020666	ENSG00000113240	CLK4	-	CDC like kinase 4	protein-coding
22905	chr3	119664996	119665495	+	0	NA	Intergenic	MLT1L|LTR|ERVL-MaLR	-4655	NM_001308333	64091	Hs.534383	NM_022135	ENSG00000121577	POPDC2	POP2	popeye domain containing 2	protein-coding
27034	chr2	190812806	190813305	+	0	NA	Intergenic	Intergenic	-67766	NM_001256310	2744	Hs.116448	NM_014905	ENSG00000115419	GLS	AAD20|CASGID|EIEE71|GAC|GAM|GDPAG|GLS1|KGA	glutaminase	protein-coding
6536	chr3	122100439	122100938	+	0	NA	intron (NM_001206924, intron 2 of 5)	intron (NM_001206924, intron 2 of 5)	22839	NM_176892	942	Hs.171182	NM_006889	ENSG00000114013	CD86	B7-2|B7.2|B70|CD28LG2|LAB72	CD86 molecule	protein-coding
9161	chr18	25649573	25650072	+	0	NA	Intergenic	ERV3-16A3_I-int|LTR|ERVL	-297656	NM_001308225	25925	Hs.116935	NM_015461	ENSG00000198795	ZNF521	EHZF|Evi3	zinc finger protein 521	protein-coding
12221	chr7	24882918	24883417	+	0	NA	intron (NR_104111, intron 1 of 21)	intron (NR_104111, intron 1 of 21)	9454	NR_104111	26031	Hs.520259	NM_015550	ENSG00000070882	OSBPL3	ORP-3|ORP3|OSBP3	oxysterol binding protein like 3	protein-coding
11374	chr9	122860705	122861204	+	0	NA	intron (NM_001100588, intron 10 of 20)	L2a|LINE|L2	19365	NR_003071	692206	Hs.693253	NR_003071	ENSG00000212447	SNORD90	HBII-295	small nucleolar RNA, C/D box 90	snoRNA
16239	chr5	40991258	40991757	+	0	NA	Intergenic	Intergenic	79835	NM_173489	133558	Hs.97714	NM_173489	ENSG00000171495	MROH2B	HEATR7B2|SPIF	maestro heat like repeat family member 2B	protein-coding
20274	chr1	8017519	8018018	+	0	NA	intron (NM_018948, intron 1 of 3)	intron (NM_018948, intron 1 of 3)	8541	NM_018948	54206	Hs.605445	NM_018948	ENSG00000116285	ERRFI1	GENE-33|MIG-6|MIG6|RALT	ERBB receptor feedback inhibitor 1	protein-coding
7483	chr21	42262858	42263357	+	0	NA	intron (NM_207627, intron 3 of 15)	intron (NM_207627, intron 3 of 15)	43209	NM_207174	9619	Hs.124649	NM_004915	ENSG00000160179	ABCG1	ABC8|WHITE1	ATP binding cassette subfamily G member 1	protein-coding
4042	chr19	883657	884156	+	0	NA	intron (NM_005481, intron 6 of 15)	intron (NM_005481, intron 6 of 15)	9281	NM_005481	10025	Hs.365207	NM_005481	ENSG00000175221	MED16	DRIP92|THRAP5|TRAP95	mediator complex subunit 16	protein-coding
19857	chr2	15811345	15811844	+	0	NA	Intergenic	Intergenic	-108805	NR_125783	103752554	Hs.269571	NR_125783	ENSG00000223850	MYCNUT	MYCNUN|lncUSMycN	MYCN upstream transcript	ncRNA
24038	chr14	53391517	53392016	+	0	NA	Intergenic	Intergenic	238412	NR_110062	101927620		NR_110062	ENSG00000258731	LOC101927620	-	uncharacterized LOC101927620	ncRNA
10740	chr7	79495479	79495978	+	0	NA	Intergenic	L1MA8|LINE|L1	41768	NR_038343	100505881	Hs.31474	NR_038343	ENSG00000234456	MAGI2-AS3	-	MAGI2 antisense RNA 3	ncRNA
28305	chr2	210337081	210337580	+	0	NA	intron (NR_110606, intron 1 of 4)	L1PA17|LINE|L1	12618	NR_110606	102724820	Hs.659232	NR_110604		LANCL1-AS1	LANCLOT	LANCL1 antisense RNA 1	ncRNA
15415	chr9	116978016	116978515	+	0	NA	intron (NM_014010, intron 6 of 21)	MER103C|DNA|hAT-Charlie	202936	NR_003708	100124538	Hs.693445	NR_003708	ENSG00000207268	SNORA70C	U70C	small nucleolar RNA, H/ACA box 70C	snoRNA
19560	chr21	16958084	16958583	+	0	NA	Intergenic	Intergenic	368096	NR_029694	406912		NR_029694	ENSG00000207863	MIR125B2	MIRN125B2|mir-125b-2	microRNA 125b-2	ncRNA
26237	chr3	194537097	194537596	+	0	NA	Intergenic	Intergenic	-46922	NR_047575	100507297	Hs.586059	NR_047573		TMEM44-AS1	-	TMEM44 antisense RNA 1	ncRNA
26095	chr4	151743210	151743709	+	0	NA	intron (NM_001363341, intron 2 of 11)	intron (NM_001363341, intron 2 of 11)	17548	NM_004564	5188	Hs.119316	NM_004564	ENSG00000059691	GATB	HSPC199|PET112|PET112L	glutamyl-tRNA amidotransferase subunit B	protein-coding
9206	chr9	76415066	76415565	+	0	NA	Intergenic	AluJb|SINE|Alu	16716	NR_026890	653162	Hs.655646	NR_026890		RPSAP9	LAMR1P9|RPSA_20_986	ribosomal protein SA pseudogene 9	pseudo
2557	chr3	171801813	171802312	+	0	NA	intron (NM_002662, intron 1 of 26)	intron (NM_002662, intron 1 of 26)	8421	NM_001130081	5337	Hs.382865	NM_002662	ENSG00000075651	PLD1	CVDD	phospholipase D1	protein-coding
9440	chr20	25632932	25633431	+	0	NA	intron (NR_126467, intron 2 of 4)	L2|LINE|L2	8956	NR_126467	102724826	Hs.633621	NR_126465	ENSG00000213742	ZNF337-AS1	-	ZNF337 antisense RNA 1	ncRNA
16330	chr15	39363680	39364179	+	0	NA	Intergenic	Intergenic	113260	NR_144508	400360	Hs.376109	NM_207445	ENSG00000175746	C15orf54	-	chromosome 15 open reading frame 54 (putative)	ncRNA
14202	chr6	169328396	169328895	+	0	NA	Intergenic	Intergenic	-74531	NM_003247	7058	Hs.371147	NM_003247	ENSG00000186340	THBS2	TSP2	thrombospondin 2	protein-coding
18110	chr5	116766495	116766994	+	0	NA	Intergenic	Intergenic	-4535	NR_104678	102467223	Hs.570916	NR_104678		LINC02214	-	long intergenic non-protein coding RNA 2214	ncRNA
2075	chr4	153233880	153234379	+	0	NA	intron (NM_001302693, intron 1 of 2)	intron (NM_001302693, intron 1 of 2)	-23230	NM_001302694	23321	Hs.435711	NM_015271	ENSG00000109654	TRIM2	CMT2R|RNF86	tripartite motif containing 2	protein-coding
20752	chr1	84825291	84825790	+	0	NA	intron (NM_012152, intron 2 of 2)	intron (NM_012152, intron 2 of 2)	67666	NM_012152	23566	Hs.527909	NM_012152	ENSG00000171517	LPAR3	EDG7|Edg-7|GPCR|HOFNH30|LP-A3|LPA3|RP4-678I3	lysophosphatidic acid receptor 3	protein-coding
25637	chr13	100338230	100338729	+	0	NA	intron (NR_148031, intron 17 of 22)	Charlie1|DNA|hAT-Charlie	142536	NR_047686	100885777	Hs.662554	NR_047686		PCCA-AS1	-	PCCA antisense RNA 1	ncRNA
1420	chr20	21453581	21454080	+	0	NA	Intergenic	Intergenic	-56304	NM_033176	644524		NM_033176	ENSG00000125816	NKX2-4	NKX2.4|NKX2D	NK2 homeobox 4	protein-coding
11747	chr12	19227161	19227660	+	0	NA	intron (NM_001256787, intron 1 of 25)	intron (NM_001256787, intron 1 of 25)	22085	NM_001256787	54477	Hs.188614	NM_019012	ENSG00000052126	PLEKHA5	PEPP-2|PEPP2	pleckstrin homology domain containing A5	protein-coding
12199	chr8	98049622	98050121	+	0	NA	Intergenic	L1ME4b|LINE|L1	-4326	NM_000989	6156	Hs.400295	NM_000989	ENSG00000156482	RPL30	L30	ribosomal protein L30	protein-coding
25572	chr11	83511015	83511514	+	0	NA	intron (NM_001142699, intron 21 of 27)	intron (NM_001142699, intron 21 of 27)	171161	NM_001142702	1740	Hs.367656	NM_001364	ENSG00000150672	DLG2	PPP1R58|PSD-93|PSD93|chapsyn-110	discs large MAGUK scaffold protein 2	protein-coding
23161	chr6	107999225	107999724	+	0	NA	Intergenic	AluJb|SINE|Alu	-41266	NM_007214	11231	Hs.26904	NM_007214	ENSG00000025796	SEC63	DNAJC23|ERdj2|PCLD2|PRO2507|SEC63L	SEC63 homolog, protein translocation regulator	protein-coding
17858	chr3	54006119	54006618	+	0	NA	Intergenic	AluSx1|SINE|Alu	-114509	NM_021237	58515	Hs.58471	NM_021237	ENSG00000113811	SELENOK	HSPC030|HSPC297|SELK	selenoprotein K	protein-coding
24162	chr20	51360376	51360875	+	0	NA	Intergenic	Intergenic	92352	NR_036162	100422889		NR_036162	ENSG00000266761	MIR3194	mir-3194	microRNA 3194	ncRNA
2735	chr22	28984475	28984974	+	0	NA	intron (NM_032173, intron 1 of 8)	intron (NM_032173, intron 1 of 8)	46752	NR_046851	100874123	Hs.674708	NR_046851	ENSG00000177993	ZNRF3-AS1	-	ZNRF3 antisense RNA 1	ncRNA
22213	chr8	117040909	117041408	+	0	NA	intron (NM_001172815, intron 2 of 10)	intron (NM_001172815, intron 2 of 10)	90183	NM_001172813	169026	Hs.532270	NM_173851	ENSG00000164756	SLC30A8	ZNT8|ZnT-8	solute carrier family 30 member 8	protein-coding
23925	chr10	63707264	63707763	+	0	NA	Intergenic	Intergenic	-185623	NM_001318154	221037	Hs.413416	NM_004241	ENSG00000171988	JMJD1C	KDM3C|TRIP-8|TRIP8	jumonji domain containing 1C	protein-coding
27352	chr16	11078027	11078526	+	0	NA	intron (NM_015226, intron 18 of 22)	MER5B|DNA|hAT-Charlie	133712	NM_015226	23274	Hs.35490	NM_015226	ENSG00000038532	CLEC16A	Gop-1|KIAA0350	C-type lectin domain containing 16A	protein-coding
21580	chr7	108055624	108056123	+	0	NA	exon (NM_007356, exon 25 of 34)	exon (NM_007356, exon 25 of 34)	-52712	NM_002291	3912	Hs.650585	NM_002291	ENSG00000091136	LAMB1	CLM|LIS5	laminin subunit beta 1	protein-coding
27247	chr5	83270094	83270593	+	0	NA	intron (NM_022550, intron 7 of 7)	L2|LINE|L2	192796	NM_022406	7518	Hs.567359	NM_003401	ENSG00000152422	XRCC4	SSMED	X-ray repair cross complementing 4	protein-coding
2416	chr1	117656979	117657478	+	0	NA	Intergenic	L2b|LINE|L2	51180	NM_017709	54855	Hs.356216	NM_017709	ENSG00000183508	TENT5C	FAM46C	terminal nucleotidyltransferase 5C	protein-coding
28897	chr2	188472582	188473081	+	0	NA	intron (NM_016315, intron 2 of 11)	L1M1|LINE|L1	175339	NR_030287	693146		NR_030287	ENSG00000207951	MIR561	MIRN561|hsa-mir-561|mir-561	microRNA 561	ncRNA
13383	chr17	68354221	68354720	+	0	NA	intron (NM_001352899, intron 5 of 12)	intron (NM_001352899, intron 5 of 12)	-59153	NM_001278433	5573	Hs.280342	NM_002734	ENSG00000108946	PRKAR1A	ACRDYS1|ADOHR|CAR|CNC|CNC1|PKR1|PPNAD1|PRKAR1|TSE1	protein kinase cAMP-dependent type I regulatory subunit alpha	protein-coding
14968	chr2	162072334	162072833	+	0	NA	intron (NM_001935, intron 2 of 25)	intron (NM_001935, intron 2 of 25)	1632	NM_001935	1803	Hs.368912	NM_001935	ENSG00000197635	DPP4	ADABP|ADCP2|CD26|DPPIV|TP103	dipeptidyl peptidase 4	protein-coding
20400	chr2	216492926	216493425	+	0	NA	Intergenic	Intergenic	-5669	NM_000998	6168	Hs.433701	NM_000998	ENSG00000197756	RPL37A	L37A	ribosomal protein L37a	protein-coding
13201	chr11	120704289	120704788	+	0	NA	intron (NM_001282470, intron 2 of 19)	intron (NM_001282470, intron 2 of 19)	114577	NR_133008	105369532	Hs.694510	NR_133008		LOC105369532	-	uncharacterized LOC105369532	ncRNA
14619	chr4	182752130	182752629	+	0	NA	intron (NM_001080477, intron 20 of 27)	intron (NM_001080477, intron 20 of 27)	164874	NM_001351745	1635	Hs.183850	NM_001921	ENSG00000129187	DCTD	-	dCMP deaminase	protein-coding
7029	chr2	111975000	111975499	+	0	NA	intron (NM_006343, intron 6 of 18)	intron (NM_006343, intron 6 of 18)	76642	NM_006343	10461	Hs.306178	NM_006343	ENSG00000153208	MERTK	MER|RP38|Tyro12|c-Eyk|c-mer	MER proto-oncogene, tyrosine kinase	protein-coding
23889	chr5	60867564	60868063	+	0	NA	Intergenic	Intergenic	-23539	NM_001104558	79993	Hs.274256	NM_024930	ENSG00000164181	ELOVL7	-	ELOVL fatty acid elongase 7	protein-coding
25467	chr1	207282720	207283219	+	0	NA	Intergenic	Intergenic	-38709	NM_001300903	1604	Hs.126517	NM_000574	ENSG00000196352	CD55	CHAPLE|CR|CROM|DAF|TC	CD55 molecule (Cromer blood group)	protein-coding
4468	chr4	145808247	145808746	+	0	NA	intron (NM_178835, intron 8 of 14)	intron (NM_178835, intron 8 of 14)	128292	NM_001080531	646603		NM_001080531	ENSG00000237136	C4orf51	-	chromosome 4 open reading frame 51	protein-coding
20587	chr7	136168335	136168834	+	0	NA	Intergenic	Intergenic	-191225	NM_145808	136319	Hs.602015	NM_145808	ENSG00000105887	MTPN	GCDP|V-1	myotrophin	protein-coding
7091	chr8	130625247	130625746	+	0	NA	Intergenic	Intergenic	-181822	NM_018482	50807	Hs.655552	NM_018482	ENSG00000153317	ASAP1	AMAP1|CENTB4|DDEF1|PAG2|PAP|ZG14P	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	protein-coding
17340	chr3	134260930	134261429	+	0	NA	Intergenic	MSTB1|LTR|ERVL-MaLR	-10435	NM_001005861	6259	Hs.654562	NM_002958	ENSG00000163785	RYK	D3S3195|JTK5|JTK5A|RYK1	receptor like tyrosine kinase	protein-coding
29248	chr9	79307959	79308458	+	0	NA	Intergenic	L2a|LINE|L2	-162542	NR_109771	101927450	Hs.738041	NR_109771	ENSG00000260995	LOC101927450	-	uncharacterized LOC101927450	ncRNA
9798	chr11	128582834	128583333	+	0	NA	intron (NM_001143820, intron 1 of 9)	MER5A1|DNA|hAT-Charlie	4475	NM_001143820	2113	Hs.369438	NM_005238	ENSG00000134954	ETS1	ETS-1|EWSR2|c-ets-1|p54	ETS proto-oncogene 1, transcription factor	protein-coding
21407	chr4	86961566	86962065	+	0	NA	intron (NM_001166693, intron 2 of 20)	intron (NM_001166693, intron 2 of 20)	26813	NM_001166693	4299	Hs.480190	NM_005935	ENSG00000172493	AFF1	AF4|MLLT2|PBM1	AF4/FMR2 family member 1	protein-coding
22608	chr4	88981487	88981986	+	0	NA	intron (NM_014883, intron 4 of 23)	LTR16D|LTR|ERVL	75449	NM_014883	10144	Hs.97270	NM_014883	ENSG00000138640	FAM13A	ARHGAP48|FAM13A1	family with sequence similarity 13 member A	protein-coding
7581	chr3	177285930	177286429	+	0	NA	Intergenic	MIRb|SINE|MIR	-8263	NR_047465	100820709	Hs.518409	NR_047465	ENSG00000203645	LINC00501	-	long intergenic non-protein coding RNA 501	ncRNA
17020	chr2	59546158	59546657	+	0	NA	Intergenic	Intergenic	328699	NR_110219	101927285	Hs.570209	NR_110219	ENSG00000222030	LINC01793	-	long intergenic non-protein coding RNA 1793	ncRNA
22993	chr15	82204504	82205003	+	0	NA	intron (NM_001040610, intron 13 of 17)	intron (NM_001040610, intron 13 of 17)	57775	NM_001322845	79631	Hs.459114	NM_024580	ENSG00000140598	EFL1	EFTUD1|FAM42A|HsT19294|RIA1|SDS2	elongation factor like GTPase 1	protein-coding
1240	chr7	116543581	116544080	+	0	NA	intron (NM_001753, intron 2 of 2)	intron (NM_001753, intron 2 of 2)	17468	NM_001172896	857	Hs.74034	NM_001753	ENSG00000105974	CAV1	BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21	caveolin 1	protein-coding
9964	chr1	115114259	115114758	+	0	NA	Intergenic	Intergenic	-25005	NM_005725	10100	Hs.310458	NM_005725	ENSG00000134198	TSPAN2	NET3|TSN2|TSPAN-2	tetraspanin 2	protein-coding
27120	chr3	89025090	89025589	+	0	NA	Intergenic	Intergenic	-82282	NM_005233	2042	Hs.123642	NM_005233	ENSG00000044524	EPHA3	EK4|ETK|ETK1|HEK|HEK4|TYRO4	EPH receptor A3	protein-coding
13512	chr6	121733239	121733738	+	0	NA	Intergenic	Intergenic	297842	NM_000165	2697	Hs.74471	NM_000165	ENSG00000152661	GJA1	AVSD3|CMDR|CX43|EKVP|EKVP3|GJAL|HLHS1|HSS|ODDD|PPKCA	gap junction protein alpha 1	protein-coding
27391	chr9	130854059	130854558	+	0	NA	intron (NM_007313, intron 2 of 10)	intron (NM_007313, intron 2 of 10)	19054	NM_005157	25	Hs.431048	NM_005157	ENSG00000097007	ABL1	ABL|CHDSKM|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	ABL proto-oncogene 1, non-receptor tyrosine kinase	protein-coding
20594	chr9	3323612	3324111	+	0	NA	intron (NM_134428, intron 5 of 17)	intron (NM_134428, intron 5 of 17)	71735	NM_002919	5991	Hs.136829	NM_002919	ENSG00000080298	RFX3	-	regulatory factor X3	protein-coding
18506	chr10	29841899	29842398	+	0	NA	Intergenic	Intergenic	-105212	NM_001323599	6840	Hs.499209	NM_003174	ENSG00000197321	SVIL	-	supervillin	protein-coding
9220	chr17	61833494	61833993	+	0	NA	intron (NM_032043, intron 6 of 19)	intron (NM_032043, intron 6 of 19)	29816	NM_032043	83990	Hs.128903	NM_032043	ENSG00000136492	BRIP1	BACH1|FANCJ|OF	BRCA1 interacting protein C-terminal helicase 1	protein-coding
1351	chr2	138336044	138336543	+	0	NA	Intergenic	Intergenic	-165477	NM_001001664	339745	Hs.333297	NM_001001664	ENSG00000144228	SPOPL	BTBD33	speckle type BTB/POZ protein like	protein-coding
27670	chr5	173515469	173515968	+	0	NA	Intergenic	Intergenic	-63916	NR_027109	285593	Hs.409730	NR_027108	ENSG00000253955	LOC285593	-	uncharacterized LOC285593	ncRNA
12402	chr15	48777855	48778354	+	0	NA	intron (NM_014985, intron 12 of 25)	intron (NM_014985, intron 12 of 25)	32965	NM_014985	22995	Hs.443005	NM_014985	ENSG00000103995	CEP152	MCPH4|MCPH9|SCKL5	centrosomal protein 152	protein-coding
14714	chr5	74576831	74577330	+	0	NA	Intergenic	Intergenic	-40104	NR_126354	104310351	Hs.582291	NR_126354	ENSG00000248673	LINC01331	-	long intergenic non-protein coding RNA 1331	ncRNA
25720	chr3	179336269	179336768	+	0	NA	TTS (NM_016331)	TTS (NM_016331)	-11191	NM_033540	55669	Hs.478383	NM_017927	ENSG00000171109	MFN1	hfzo1|hfzo2	mitofusin 1	protein-coding
392	chr7	124792015	124792514	+	0	NA	Intergenic	Intergenic	-1454	NM_001024603	154872	Hs.444163	NM_001024603	ENSG00000275356	C7orf77	-	chromosome 7 open reading frame 77	protein-coding
23931	chr7	42232179	42232678	+	0	NA	intron (NM_000168, intron 1 of 14)	intron (NM_000168, intron 1 of 14)	4781	NM_000168	2737	Hs.21509	NM_000168	ENSG00000106571	GLI3	ACLS|GCPS|GLI3-190|GLI3FL|PAP-A|PAPA|PAPA1|PAPB|PHS|PPDIV	GLI family zinc finger 3	protein-coding
23475	chr9	80503963	80504462	+	0	NA	Intergenic	Intergenic	529189	NR_121212	101927477	Hs.571630	NR_121212		LINC01507	XLOC_000303	long intergenic non-protein coding RNA 1507	ncRNA
1678	chr17	78861918	78862417	+	0	NA	intron (NM_003255, intron 3 of 4)	intron (NM_003255, intron 3 of 4)	-21640	NM_001321291	57602	Hs.464243	NM_025090	ENSG00000055483	USP36	DUB1	ubiquitin specific peptidase 36	protein-coding
21695	chr10	126766577	126767076	+	0	NA	Intergenic	L1PA7|LINE|L1	-96316	NM_001350922	118611	Hs.587663	NM_001004298	ENSG00000154493	C10orf90	FATS|bA422P15.2	chromosome 10 open reading frame 90	protein-coding
16782	chr11	23903109	23903608	+	0	NA	Intergenic	Intergenic	-484168	NR_107021	102465860		NR_107021	ENSG00000275868	MIR8054	hsa-mir-8054	microRNA 8054	ncRNA
18956	chr1	55610172	55610671	+	0	NA	Intergenic	Intergenic	334542	NR_147162	105378739	Hs.98895	NR_147162	ENSG00000230250	LINC01753	-	long intergenic non-protein coding RNA 1753	ncRNA
1406	chrX	45479927	45480426	+	0	NA	Intergenic	Intergenic	-25212	NR_104645	101927528	Hs.550772	NR_104644	ENSG00000229563	LINC01204	-	long intergenic non-protein coding RNA 1204	ncRNA
28884	chr7	32462892	32463391	+	0	NA	Intergenic	Intergenic	-4647	NR_038454	100130673	Hs.609282	NR_038454		LOC100130673	-	phosphoribosyl pyrophosphate synthetase 2 pseudogene	pseudo
7344	chr1	245986237	245986736	+	0	NA	intron (NM_022743, intron 5 of 11)	intron (NM_022743, intron 5 of 11)	430926	NM_022743	64754	Hs.567571	NM_022743	ENSG00000185420	SMYD3	KMT3E|ZMYND1|ZNFN3A1|bA74P14.1	SET and MYND domain containing 3	protein-coding
6481	chr8	126295682	126296181	+	0	NA	Intergenic	Intergenic	-29564	NR_125421	101927657	Hs.552133	NR_125421	ENSG00000244791	LOC101927657	-	uncharacterized LOC101927657	ncRNA
14062	chr14	36818919	36819418	+	0	NA	intron (NM_001171170, intron 2 of 10)	intron (NM_001171170, intron 2 of 10)	133223	NR_039725	100616280		NR_039725	ENSG00000266327	MIR4503	-	microRNA 4503	ncRNA
29216	chr2	38035688	38036187	+	0	NA	intron (NR_102712, intron 1 of 3)	intron (NR_102712, intron 1 of 3)	404	NR_102712	101410544	Hs.591566	NR_102712		RMDN2-AS1	-	RMDN2 antisense RNA 1	ncRNA
16907	chr17	49126610	49127109	+	0	NA	Intergenic	AluSx|SINE|Alu	-5601	NM_001159388	124872	Hs.374679	NM_153446	ENSG00000167080	B4GALNT2	B4GALT|GALGT2	beta-1,4-N-acetyl-galactosaminyltransferase 2	protein-coding
185	chr13	108859576	108860075	+	0	NA	intron (NM_015011, intron 11 of 34)	intron (NM_015011, intron 11 of 34)	230214	NM_001198950	23026	Hs.656587	NM_015011	ENSG00000041515	MYO16	MYAP3|MYR8|Myo16b|NYAP3|PPP1R107	myosin XVI	protein-coding
4570	chr20	48725644	48726143	+	0	NA	intron (NM_020820, intron 5 of 39)	intron (NM_020820, intron 5 of 39)	102106	NM_020820	57580	Hs.153310	NM_020820	ENSG00000124126	PREX1	P-REX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	protein-coding
13845	chr18	77088997	77089496	+	0	NA	intron (NM_001025100, intron 2 of 3)	LTR53|LTR|ERVL	43537	NM_001025100	4155	Hs.551713	NM_002385	ENSG00000197971	MBP	-	myelin basic protein	protein-coding
13061	chr11	116687380	116687879	+	0	NA	Intergenic	Intergenic	48207	NR_135069	101929011	Hs.733911	NR_135069	ENSG00000237937	LINC02702	-	long intergenic non-protein coding RNA 2702	ncRNA
22099	chr13	64684080	64684579	+	0	NA	Intergenic	AluSx3|SINE|Alu	-608318	NR_145420	144766	Hs.719557	NR_145420	ENSG00000227674	LINC00355	-	long intergenic non-protein coding RNA 355	ncRNA
4176	chr4	113959134	113959633	+	0	NA	intron (NM_001354211, intron 4 of 6)	intron (NM_001354211, intron 4 of 6)	20264	NM_024590	79642	Hs.22895	NM_024590	ENSG00000180801	ARSJ	ASJ	arylsulfatase family member J	protein-coding
4710	chr9	95606116	95606615	+	0	NA	Intergenic	Intergenic	-89308	NM_001354919	5727	Hs.494538	NM_000264	ENSG00000185920	PTCH1	BCNS|NBCCS|PTC|PTC1|PTCH	patched 1	protein-coding
2274	chr12	67040160	67040659	+	0	NA	Intergenic	Intergenic	55875	NR_120490	102724421	Hs.135774	NR_120490	ENSG00000257083	LOC102724421	-	uncharacterized LOC102724421	ncRNA
22742	chr13	31930877	31931376	+	0	NA	intron (NR_027062, intron 1 of 3)	intron (NR_027062, intron 1 of 3)	84343	NR_027062	196549	Hs.507667	NM_145293		EEF1DP3	-	eukaryotic translation elongation factor 1 delta pseudogene 3	pseudo
28010	chr13	102700898	102701397	+	0	NA	Intergenic	Intergenic	-6626	NM_001010977	196541	Hs.508623	NM_001010977	ENSG00000139780	METTL21C	C13orf39	methyltransferase like 21C	protein-coding
16557	chr1	210917789	210918288	+	0	NA	intron (NM_002238, intron 7 of 10)	intron (NM_002238, intron 7 of 10)	215336	NR_046784	100874296	Hs.737764	NR_046784		KCNH1-IT1	-	KCNH1 intronic transcript 1	ncRNA
2493	chr7	131896892	131897391	+	0	NA	Intergenic	Intergenic	-13079	NR_110836	101928782	Hs.571369	NR_110836	ENSG00000224865	LOC101928782	-	uncharacterized LOC101928782	ncRNA
20791	chr10	62264640	62265139	+	0	NA	intron (NM_001282941, intron 1 of 4)	MER5B|DNA|hAT-Charlie	3955	NM_001282941	219790	Hs.58559	NM_145307	ENSG00000182010	RTKN2	PLEKHK1|bA531F24.1	rhotekin 2	protein-coding
4097	chr12	105820666	105821165	+	0	NA	Intergenic	Intergenic	114141	NR_110111	101929110	Hs.145944	NR_110108	ENSG00000257859	CASC18	-	cancer susceptibility 18	ncRNA
24413	chr16	83942837	83943336	+	0	NA	Intergenic	Intergenic	-10154	NM_182981	29948	Hs.128055	NM_013370	ENSG00000140961	OSGIN1	BDGI|OKL38	oxidative stress induced growth inhibitor 1	protein-coding
24932	chr6	139408976	139409475	+	0	NA	Intergenic	Intergenic	-34577	NM_006079	10370	Hs.82071	NM_006079	ENSG00000164442	CITED2	ASD8|MRG-1|MRG1|P35SRJ|VSD2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	protein-coding
16860	chr4	138507474	138507973	+	0	NA	Intergenic	Intergenic	198012	NR_051987	100874047	Hs.570848	NR_051987	ENSG00000251372	LINC00499	-	long intergenic non-protein coding RNA 499	ncRNA
