Intensity 01	Intensity 02	Intensity 03	Intensity 04	Intensity 05	Intensity 06	Intensity 07	Intensity 08	Intensity 09	Intensity 10	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Taxonomy IDs	C: Taxonomy names	C: Student's T-test Significant WT281_W281P	C: Student's T-test significant	C: Student's T-test Significant WT281_W281X	C: Student's T-test significant_	C: Student's T-test Significant W281P_W281X	C: Student's T-test significant__	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: iBAQ peptides	N: MS/MS count	N: -Log Student's T-test p-value WT281_W281P	N: Student's T-test Difference WT281_W281P	N: Student's T-test Test statistic WT281_W281P	N: -Log Student's T-test p-value WT281_W281X	N: Student's T-test Difference WT281_W281X	N: Student's T-test Test statistic WT281_W281X	N: -Log Student's T-test p-value W281P_W281X	N: Student's T-test Difference W281P_W281X	N: Student's T-test Test statistic W281P_W281X	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
25.0247	15.1903	17.937	17.1731	17.4172	18.0001	22.0239	16.6193	23.2545	19.2922				-1								2	2	2	3.1	3.1	3.1	103.99	0.0064185	10.989	49046000	51	1	0.0678951	-0.558853	-0.194486	0.225457	0.98341	0.57671	0.262516	1.54226	0.658197	P26045	P26045	Tyrosine-protein phosphatase non-receptor type 3	PTPN3	292
22.757	20.6126	22.953	24.2099	23.4253	23.5923	23.7017	23.8693	24.1558	23.609				-1								7	7	7	20	20	20	53.5	0	52.855	120580000	19	54	0.323171	0.872983	0.787275	0.0731775	0.0803668	0.208626	0.274263	-0.792617	-0.683575	P26368	P26368	Splicing factor U2AF 65 kDa subunit	U2AF2	293
28.6264	27.4438	27.9552	27.3516	27.106	28.0747	28.2492	27.0341	27.7783	27.8684				-1								10	10	10	42.2	42.2	42.2	24.261	0	125.92	2387300000	14	105	0.219909	-0.233757	-0.564307	0.296242	-0.330763	-0.730548	0.138815	-0.0970065	-0.375408	P26373	P26373	60S ribosomal protein L13	RPL13	294
20.319	21.0091	22.1938	23.8409	23.6434	23.939	24.2949	23.4396	23.3901	23.8114				-1								7	7	6	32.5	32.5	26.8	24.033	0	44.661	110100000	13	52	0.508121	1.05578	1.16055	0.306575	0.468058	0.752415	0.220281	-0.587726	-0.565139	P26583	P26583	High mobility group protein B2	HMGB2	295
27.3624	24.3738	25.7766	26.5631	27.5274	26.2372	26.7007	25.6202	27.3038	26.3283				-1								15	15	14	45.2	45.2	43.7	57.221	0	323.31	1034000000	22	243	0.236032	0.614114	0.600199	0.286288	0.423803	0.709355	0.0750349	-0.190311	-0.213569	P26599	P26599	Polypyrimidine tract-binding protein 1	PTBP1	296
22.887	19.6094	23.7447	24.2096	24.9325	24.2874	23.9983	23.2331	24.2621	23.6369				-1								10	10	10	24.7	24.7	24.7	50.118	0	77.876	154290000	27	76	0.431571	1.55184	1.00867	0.0165815	-0.0259749	-0.0499735	0.464839	-1.57781	-1.075	P26641	P26641	Elongation factor 1-gamma	EEF1G	297
21.4882	14.5946	19.6494	20.3616	20.2296	17.0808	21.9033	20.389	19.4504	18.178				-1								4	4	4	16	16	16	31.73	0	27.151	11827000	18	5	1.04139	3.43298	2.21705	0.734038	1.81004	1.60167	0.38804	-1.62294	-0.920887	P27105	P27105	Erythrocyte band 7 integral membrane protein	STOM	298
20.8829	18.5426	19.0452	19.5102	19.8952	18.8739	19.8981	19.1351	19.5661	19.8382				-1								3	1	1	13.1	5.7	5.7	27.764	0.0074074	7.6969	8325000	18	8	0.280748	0.327159	0.697504	0.720704	0.499688	1.57562	0.146514	0.172529	0.394046	P27348	P27348	14-3-3 protein theta	YWHAQ	299
27.8706	25.5106	26.1299	25.6166	26.0672	25.7713	25.8668	24.8091	26.8642	25.6687				-1								10	10	10	39.3	39.3	39.3	24.604	0	180.84	811740000	13	140	0.304996	-0.433496	-0.749084	0.243468	-0.258261	-0.616597	0.143337	0.175234	0.386376	P27635;Q96L21	P27635	60S ribosomal protein L10	RPL10	300
19.1207	18.5708	17.7368	21.1207	22.5086	21.3171	21.2614	19.9461	22.5175	21.4427				-1								4	4	4	21.4	21.4	21.4	35.554	0	39.089	23628000	18	15	0.102086	0.395036	0.283977	0.356752	1.18051	0.856922	0.180607	0.785477	0.474678	P27695	P27695	DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial	APEX1	301
17.601	16.3627	19.2065	21.7553	21.4547	18.001	17.7952	20.3792	21.0723	21.8531				-1								3	3	3	7.9	7.9	7.9	48.141	0	19.433	13771000	24	9	0.0186254	0.113687	0.0560098	0.0491416	0.222111	0.143257	0.0176475	0.108425	0.0531249	P27797	P27797	Calreticulin	CALR	302
27.3044	18.8841	26.1372	22.654	22.9845	22.7605	21.5353	21.0913	25.3872	22.1552				-1								11	11	11	13.9	13.9	13.9	121	0	76.003	315870000	66	39	0.0474389	-0.271832	-0.138521	0.706917	-1.98022	-1.54871	0.318339	-1.70839	-0.777158	P27816	P27816	Microtubule-associated protein 4	MAP4	303
24.4182	17.1396	19.3582	20.563	21.6285	20.5475	22.2418	19.5115	21.0012	20.6399				-1								7	7	7	14.4	14.4	14.4	75.475	0	45.157	38853000	43	14	0.444195	1.53366	1.03391	0.455998	0.971019	1.05743	0.163531	-0.562644	-0.434662	P28288	P28288	ATP-binding cassette sub-family D member 3	ABCD3	304
20.826	16.7175	19.3569	21.8324	22.6763	20.8931	21.5371	20.5649	22.8357	21.2455				-1								6	6	6	12.8	12.8	12.8	79.467	0	40.505	28809000	41	15	0.275729	1.32655	0.686731	0.402884	0.898597	0.950965	0.076428	-0.42795	-0.217266	P28331	P28331	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	NDUFS1	305
21.8341	21.4336	21.5602	21.2934	21.3232	21.2384	21.6098	21.2242	21.0362	21.2634				-1								2	2	2	4.6	4.6	4.6	63.544	0	11.888	27648000	23	9	0.361269	0.141338	0.866206	0.0488955	0.0217393	0.142573	0.322747	-0.119598	-0.786388	P28799	P28799	Granulins;Acrogranin;Paragranulin;Granulin-1;Granulin-2;Granulin-3;Granulin-4;Granulin-5;Granulin-6;Granulin-7	GRN	306
20.3494	17.0259	16.5127	19.0749	20.3023	19.5402	17.8265	17.5748	21.3449	17.5157				-1								2	2	2	15.4	15.4	15.4	32.868	0	12.754	6054800	15	5	0.0124333	-0.0609468	-0.0376416	0.0514865	0.191971	0.149755	0.0524836	0.252918	0.15251	P29372	P29372	DNA-3-methyladenine glycosylase	MPG	307
21.7076	18.3899	22.0567	22.4797	22.8568	22.2296	22.9724	22.3366	23.2382	22.4359				-1								4	4	4	20.3	20.3	20.3	31.121	0	57.778	55588000	20	34	0.379567	1.36726	0.903643	0.945281	0.466551	2.02054	0.235186	-0.900708	-0.598327	P29692	P29692	Elongation factor 1-delta	EEF1D	308
19.7006	17.3724	17.6856	19.5922	20.7216	18.0831	17.7414	18.787	18.2925	19.5904				-1								2	2	2	13.7	13.7	13.7	17.49	0	12.657	3761200	5	4	0.241875	0.664872	0.613091	0.236203	0.629707	0.600575	0.0134158	-0.0351652	-0.0405724	P30049	P30049	ATP synthase subunit delta, mitochondrial	ATP5D	309
28.3232	26.7582	27.4546	26.572	26.9455	27.0019	26.8548	26.0442	27.6022	26.9218				-1								6	6	6	54.5	54.5	54.5	17.818	0	323.31	1518100000	11	103	0.549696	-0.479247	-1.24214	0.441834	-0.394635	-1.0292	0.0824491	0.0846119	0.233155	P30050	P30050	60S ribosomal protein L12	RPL12	310
20.2265	15.9309	16.774	20.481	18.4509	17.8562	20.1112	18.8697	18.8821	18.7078				-1								4	4	4	13.7	13.7	13.7	56.782	0	26.031	4251000	32	6	0.53285	1.30366	1.20914	0.25426	0.77354	0.640238	0.133991	-0.53012	-0.363643	P30101	P30101	Protein disulfide-isomerase A3	PDIA3	311
24.3947	21.1848	21.856	23.909	23.9855	23.5188	23.002	22.3348	23.8051	23.2021				-1								11	11	11	40.8	40.8	40.8	52.645	0	109.84	110620000	25	73	0.151865	0.376816	0.406901	0.00531232	0.0128269	0.016211	0.132384	-0.36399	-0.359709	P31930	P31930	Cytochrome b-c1 complex subunit 1, mitochondrial	UQCRC1	315
26.5072	22.6105	24.1264	23.1529	24.2862	23.9478	24.8385	22.9919	24.652	23.6346				-1								9	8	8	37.9	35.5	35.5	36.926	0	145.14	243790000	20	61	0.193948	0.406513	0.505467	0.180892	0.296461	0.475339	0.0575765	-0.110051	-0.166505	P31942	P31942	Heterogeneous nuclear ribonucleoprotein H3	HNRNPH3	316
30.0828	26.6528	27.5783	26.9336	28.0402	27.4761	28.7345	26.4918	28.787	26.7623				-1								19	19	11	55.7	55.7	35	49.229	0	323.31	3152000000	25	320	0.136497	0.354827	0.369763	0.242981	0.426196	0.615527	0.0333765	0.0713685	0.0988318	P31943	P31943	Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed	HNRNPH1	317
17.7345	17.9269	19.0586	19.3186	19.5036	19.6674	19.094	18.4054	18.9724	19.782				-1								3	1	1	13	5.7	5.7	28.082	0.0069444	6.5819	5098600	17	5	0.0593926	0.107218	0.171465	0.402041	-0.347207	-0.949262	0.331202	-0.454426	-0.804035	P31946	P31946	14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed	YWHAB	318
20.023	15.455	17.0812	17.1923	20.8254	19.741	19.3414	16.6439	20.5584	18.7995				-1								1	1	1	4.1	4.1	4.1	33.36	0.0069045	6.5407	5344000	15	3	0.126165	0.665896	0.344407	0.245473	0.932043	0.621004	0.0529484	0.266147	0.153792	P32322;Q96C36	P32322;Q96C36	Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase 2	PYCR1;PYCR2	319
25.8639	23.4347	25.3042	25.0062	24.6674	25.2901	24.2651	23.8002	25.2986	24.4725				-1				#ERROR!	WT281_W281X			9	9	9	62	62	62	21.863	0	219.26	314530000	11	90	0.0947812	-0.157712	-0.265242	1.62647	-0.956001	-3.55776	0.659872	-0.798289	-1.45701	P32969	P32969	60S ribosomal protein L9	RPL9	320
20.7725	18.5468	18.4802	18.8895	20.8622	18.0181	18.776	20.0098	21.1326	18.0508				-1								2	2	2	3.4	3.4	3.4	82.285	0	12.134	7537800	47	6	0.22027	0.63924	0.565115	1.01628	1.42001	2.16526	0.324593	0.78077	0.790249	P33992	P33992	DNA replication licensing factor MCM5	MCM5	321
24.4458	19.1903	20.72	21.4806	22.7661	21.42	22.9018	19.8956	23.4294	19.7247				-1								10	10	10	19.9	19.9	19.9	81.307	0	73.869	59018000	48	36	0.25806	1.07302	0.648517	0.254663	0.647636	0.641116	0.113917	-0.425379	-0.313912	P33993	P33993	DNA replication licensing factor MCM7	MCM7	322
18.5741	16.8287	18.7201	18.8265	18.4289	19.6578	18.6128	18.3694	19.6783	19.8622				-1								2	2	2	3.3	3.3	3.3	94.33	0.0026455	11.638	3854500	57	2	0.118078	-0.319356	-0.324327	0.914079	-0.597794	-1.95769	0.0971964	-0.278438	-0.271458	P34932	P34932	Heat shock 70 kDa protein 4	HSPA4	323
24.1013	21.4257	24.8613	25.8684	25.7856	25.7192	24.8531	25.4227	25.4335	25.032				-1								11	11	11	58.5	58.5	58.5	29.804	0	220.17	380540000	18	107	0.460759	1.39003	1.0669	0.112907	-0.129179	-0.311374	0.506629	-1.51921	-1.15761	P35232	P35232	Prohibitin	PHB	324
18.1555	16.5184	18.4881	19.9112	21.4254	19.1458	20.2578	19.2465	21.1081	20.1678				-1								11	2	2	18.9	4.8	4.8	68.563	0	14.237	9696200	39	7	0.27304	1.04511	0.680945	0.682121	1.12817	1.50036	0.0189383	0.0830574	0.0569318	P35241	P35241	Radixin	RDX	325
23.0735	19.7055	20.7784	20.6062	20.9743	21.1777	21.6895	20.7341	21.9405	18.5237				-1								6	6	6	8.3	8.3	8.3	128.25	0	36.509	27037000	65	13	0.443505	1.07604	1.03253	0.346596	0.278498	0.835974	0.322057	-0.797539	-0.784945	P35251	P35251	Replication factor C subunit 1	RFC1	326
26.6253	24.4013	25.2717	24.606	24.4343	25.4916	24.677	24.0131	24.9226	24.9056				-1								4	4	4	50.8	50.8	50.8	14.787	0	65.836	368550000	6	48	0.64329	-0.3684	-1.42472	1.0677	-0.748313	-2.27171	0.528502	-0.379913	-1.20061	P35268	P35268	60S ribosomal protein L22	RPL22	327
26.4754	26.9455	29.987	28.7176	28.7574	29.218	28.6692	29.2911	28.9685	29.1877			#ERROR!	-1								39	39	38	84.3	84.3	84.3	62.064	0	323.31	5026900000	30	585	0.295169	0.53867	0.728269	0.408758	-0.401645	-0.962824	0.513057	-0.940315	-1.17026	P35527;CON__P35527	P35527;CON__P35527	Keratin, type I cytoskeletal 9	KRT9	328
26.9321	23.8796	25.3431	26.8528	26.3227	26.969	26.9827	25.545	26.5849	25.2856				-1								63	54	52	40.3	34.8	33.7	226.53	0	323.31	845680000	127	332	0.511915	1.03344	1.16802	0.054043	-0.104821	-0.156808	0.533468	-1.13826	-1.21035	P35579	P35579	Myosin-9	MYH9	329
27.3867	24.6338	26.2186	28.0002	26.9306	27.7205	27.5738	26.1596	27.0982	25.9506				-1								72	72	57	42.5	42.5	34.7	229	0	323.31	1380400000	125	515	0.533533	0.993774	1.21048	0.244125	-0.425121	-0.618042	0.719742	-1.41889	-1.57374	P35580;P13535;Q9UKX3;Q9Y623;P13533;P12882;Q9UKX2;A7E2Y1	P35580	Myosin-10	MYH10	330
26.2532	24.4796	25.1134	25.7827	24.8166	25.611	25.2896	24.6792	25.0276	25.6271				-1								9	9	7	21.9	21.9	21.9	53.425	0	122.86	432100000	17	71	0.110985	-0.116318	-0.306537	0.985976	-0.573938	-2.10318	0.518644	-0.457621	-1.18125	P35637	P35637	RNA-binding protein FUS	FUS	332
25.9949	21.1262	21.143	20.1495	22.5062	21.7825	24.2627	19.3723	24.2424	19.8258				-1								18	18	18	17.8	17.8	17.8	213.62	0	177.43	123790000	68	30	0.0561876	0.315606	0.162701	0.271747	1.02206	0.678157	0.194543	0.706451	0.506833	P35658	P35658	Nuclear pore complex protein Nup214	NUP214	333
21.4134	20.3267	22.9823	23.5399	24.0605	23.8962	23.3496	23.7758	23.3358	23.5513				-1								8	8	8	23.2	23.2	23.2	42.674	0	51.773	105630000	24	59	0.552571	1.32401	1.24777	0.310009	0.255817	0.759655	0.424435	-1.06819	-0.994366	P35659	P35659	Protein DEK	DEK	334
24.8998	21.0786	22.77	22.7743	22.6968	22.6018	22.8606	21.2983	23.2791	21.4866				-1								7	7	7	25.2	25.2	25.2	32.996	0	45.802	84320000	17	24	0.149908	0.337114	0.402208	0.359221	-0.430126	-0.861998	0.493262	-0.767239	-1.13126	P36542	P36542	ATP synthase subunit gamma, mitochondrial	ATP5C1	335
24.0786	20.6482	20.787	21.2947	21.8503	21.1338	22.2189	20.0042	22.2856	18.3114				-1								2	2	2	11.9	11.9	11.9	26.145	0	12.539	40868000	16	7	0.283227	0.942701	0.702811	0.152218	0.285955	0.407748	0.220118	-0.656745	-0.564774	P36543	P36543	V-type proton ATPase subunit E 1	ATP6V1E1	336
29.6075	27.8938	28.6148	28.0095	28.0899	28.496	28.0408	27.3584	28.6842	28.2052				-1								21	21	21	45.9	45.9	45.9	47.697	0	323.31	3601900000	30	298	0.583966	-0.431342	-1.30911	0.841066	-0.543697	-1.81213	0.140968	-0.112355	-0.380638	P36578	P36578	60S ribosomal protein L4	RPL4	337
21.2413	18.8817	20.8453	20.8604	20.4576	21.272	21.3861	20.6762	22.4542	20.029				-1								9	3	2	37.8	11.8	7.4	36.983	0	19.607	21954000	19	11	0.129772	0.38499	0.353295	0.185995	-0.152571	-0.487161	0.194197	-0.537561	-0.50604	P36873	P36873	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	PPP1CC	338
24.3508	21.6387	23.144	23.449	23.6972	23.2525	22.7797	22.6968	23.5029	23.0513				-1								5	5	5	55.9	55.9	55.9	14.57	0	83.619	103550000	8	30	0.194059	0.326963	0.505722	0.269288	-0.223884	-0.672853	0.411777	-0.550847	-0.96891	P37108	P37108	Signal recognition particle 14 kDa protein	SRP14	339
24.2136	16.8592	19.346	18.8162	21.7217	20.3438	23.1467	19.217	23.1247	17.8333				-1								7	7	7	19.3	19.3	19.3	53.254	0	81.876	43952000	13	15	0.389794	2.08941	0.924448	0.686365	1.85982	1.50863	0.039039	-0.229583	-0.11494	P37198	P37198	Nuclear pore glycoprotein p62	NUP62	340
27.0184	23.976	24.6141	23.7799	24.2083	24.3072	24.3832	23.386	24.9215	24.5588				-1								10	10	4	25.3	25.3	8.2	42.331	0	120.65	322000000	33	71	0.525359	-0.492976	-1.19444	0.242757	-0.241238	-0.615034	0.274775	0.251738	0.684678	P38159;O75526;Q8N7X1	P38159	RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed	RBMX	341
24.3256	20.161	23.443	22.3608	23.7638	22.8605	22.9232	22.801	24.1375	23.6688				-1								13	13	13	27.4	27.4	27.4	73.68	0	94.463	107900000	43	56	0.145962	0.506868	0.392717	0.25	0.274562	0.630928	0.0624025	-0.232306	-0.179653	P38646	P38646	Stress-70 protein, mitochondrial	HSPA9	342
22.454	17.1315	20.592	21.6292	21.9792	20.3647	20.6299	20.4885	22.141	21.3183				-1								5	4	4	14.1	10.2	10.2	46.871	0	24.889	26531000	25	23	0.198163	0.835587	0.515115	0.0996051	0.170508	0.277636	0.155635	-0.665079	-0.415912	P38919	P38919	Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed	EIF4A3	343
21.5068	21.0518	23.0141	23.4004	23.8654	23.9142	23.0272	22.3449	23.276	23.4914				-1								6	6	6	35.9	35.9	35.9	16.06	0	39.487	91615000	12	34	0.203875	0.472785	0.528128	0.287317	-0.363732	-0.711552	0.435926	-0.836517	-1.01739	P39019	P39019	40S ribosomal protein S19	RPS19	344
29.2365	27.5625	27.8883	27.5281	27.3417	27.8091	27.5853	26.7923	28.049	27.5678				-1								16	16	16	37.7	37.7	37.7	46.108	0	323.31	2472200000	22	352	0.789179	-0.486653	-1.70975	0.905345	-0.502033	-1.94017	0.0264728	-0.0153802	-0.0789492	P39023;Q92901	P39023	60S ribosomal protein L3	RPL3	345
25.5038	22.9949	23.1565	20.5607	22.9463	21.9074	23.4668	18.459	25.5966	21.7374				-1								8	8	8	9	9	9	178.19	0	94.765	145040000	61	36	0.392961	-1.81894	-0.930876	0.0489498	-0.250832	-0.142724	0.503743	1.56811	1.15193	P39060	P39060	Collagen alpha-1(XVIII) chain;Endostatin	COL18A1	346
22.5695	21.2153	23.1858	24.5399	24.4065	24.5053	23.8022	24.0866	24.223	24.3643				-1								10	10	10	27.4	27.4	27.4	50.8	0	94.607	162270000	24	65	0.328152	0.830914	0.797679	0.0148208	0.0214214	0.0447525	0.292732	-0.809493	-0.723088	P39656	P39656	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	DDOST	347
19.3417	16.7607	18.5827	19.8018	21.1598	17.4982	17.7669	20.2778	18.0367	18.1023				-1								2	2	2	5.3	5.3	5.3	58.024	0	15.199	4920700	29	2	0.885174	2.10158	1.89983	0.383424	1.10728	0.911499	0.553363	-0.994298	-1.24932	P40227	P40227	T-complex protein 1 subunit zeta	CCT6A	348
27.5322	25.9563	26.8528	25.9648	25.6519	26.4721	25.9816	25.2318	26.1932	26.4183				-1								8	8	8	31	31	31	23.577	0	131.64	863770000	17	103	1.04676	-0.567493	-2.22819	1.12939	-0.808144	-2.40151	0.343978	-0.240651	-0.83056	P40429;Q6NVV1	P40429;Q6NVV1	60S ribosomal protein L13a;Putative 60S ribosomal protein L13a protein RPL13AP3	RPL13A;RPL13AP3	349
20.2272	15.7185	19.2737	20.7495	20.938	19.982	19.4581	19.7004	20.8884	20.0236				-1								2	2	2	8.7	8.7	8.7	36.426	0	12.851	9300300	22	3	0.279413	1.15532	0.694641	0.0161231	0.0304248	0.0486162	0.272533	-1.12489	-0.679851	P40925	P40925	Malate dehydrogenase, cytoplasmic	MDH1	350
19.3959	15.5926	17.7357	21.1672	21.1243	19.0752	20.5844	18.4844	20.1463	21.2532				-1								2	2	2	8.9	8.9	8.9	35.503	0	13.739	10425000	24	5	0.217361	1.06696	0.558589	0.224953	0.738302	0.575585	0.0568038	-0.328659	-0.164389	P40926	P40926	Malate dehydrogenase, mitochondrial	MDH2	351
17.8236	16.9719	17.9841	19.8159	20.7639	20.4287	19.6134	20.2605	20.2245	19.1909				-1								4	4	4	8.5	8.5	8.5	82.999	0	25.819	8125100	44	6	0.628042	1.41685	1.39502	0.425205	0.803024	0.995911	0.195058	-0.613821	-0.508012	P40939	P40939	Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase	HADHA	352
18.5155	16.2742	17.5914	20.2283	20.4076	18.6146	16.9313	18.6791	18.0041	20.6594				-1								2	2	2	8.7	8.7	8.7	51.228	0.0039164	11.311	4695300	23	3	0.0781765	0.360085	0.221896	0.0372473	-0.138801	-0.109862	0.122436	-0.498886	-0.335173	Q2VIR3;P41091	Q2VIR3;P41091	Putative eukaryotic translation initiation factor 2 subunit 3-like protein;Eukaryotic translation initiation factor 2 subunit 3	EIF2S3L;EIF2S3	353
24.4002	23.0459	23.3764	24.7393	24.9583	24.9086	25.2827	24.6403	24.9176	25.1966				-1								13	13	13	46.5	46.5	46.5	50.67	0	138.62	270900000	25	108	0.338571	0.573722	0.819354	0.524218	0.619025	1.1922	0.0181115	0.0453033	0.0544944	P42167;P42166	P42167;P42166	Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin;Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin	TMPO	354
25.793	23.5091	24.3124	23.8912	23.7236	24.5202	24.7924	22.9992	24.3715	23.9303				-1								4	4	2	39.3	39.3	14.3	9.461	0	33.909	219510000	5	52	0.0591045	-0.0985305	-0.170679	0.295419	-0.402828	-0.728801	0.417758	-0.304297	-0.980951	P42677	P42677	40S ribosomal protein S27	RPS27	356
23.3838	21.6306	21.2757	18.3345	20.7911	20.1526	18.5084	19.6451	19.8068	20.2576				-1								8	8	8	22.8	22.8	22.8	48.564	0	48.105	23032000	31	15	0.461967	-0.916756	-1.0693	0.0897655	-0.272697	-0.252264	0.250962	0.644059	0.633032	P42696	P42696	RNA-binding protein 34	RBM34	357
22.9746	19.444	22.1374	24.408	24.8831	24.211	23.5301	22.185	24.0503	24.2188				-1								18	18	18	17.9	17.9	17.9	157.9	0	150.61	139970000	102	95	0.213686	0.961675	0.550325	0.0164313	-0.0527452	-0.049529	0.230613	-1.01442	-0.588187	P42704	P42704	Leucine-rich PPR motif-containing protein, mitochondrial	LRPPRC	358
27.119	25.4412	26.4742	25.4394	25.2813	25.5621	25.3245	24.8442	25.8797	25.5398				-1								5	5	5	26.8	26.8	26.8	14.551	0	173.3	603020000	6	44	1.08944	-0.470238	-2.31718	0.871348	-0.675233	-1.87227	0.227712	-0.204994	-0.581735	P42766	P42766	60S ribosomal protein L35	RPL35	359
27.2513	23.7411	25.2414	25.5931	25.6944	25.5433	25.9448	25.4872	25.9811	25.2712				-1								21	21	21	29.2	29.2	29.2	94.622	0	237.4	585610000	47	143	0.454687	0.710985	1.05482	0.656663	0.249481	1.45076	0.276701	-0.461504	-0.688818	P43243	P43243	Matrin-3	MATR3	360
21.2271	20.0666	20.8745	23.0485	22.9192	22.8097	22.2642	22.2909	22.5693	21.9295				-1								3	3	3	11.9	11.9	11.9	32.235	0	29.215	49821000	10	17	0.549717	0.969649	1.24218	0.125587	0.247231	0.342978	0.286262	-0.722418	-0.709299	P43307	P43307	Translocon-associated protein subunit alpha	SSR1	361
25.5552	24.2187	24.5405	25.8727	26.5515	25.7662	25.5257	24.642	26.2773	25.8311				-1								10	10	10	47.3	47.3	47.3	31.566	0	199.37	525600000	16	106	0.0540136	0.130687	0.156727	0.0919194	0.179955	0.257849	0.0217038	0.0492681	0.0650529	P45880	P45880	Voltage-dependent anion-selective channel protein 2	VDAC2	362
24.7486	25.3354	25.1453	25.0664	24.959	25.6395	25.5655	25.0053	25.0038	25.0375				-1								3	3	3	2.1	2.1	2.1	358.69	0	17.255	379080000	205	9	0.0812902	0.0509841	0.230108	0.150839	-0.107126	-0.404442	0.310208	-0.15811	-0.760073	P46013	P46013	Antigen KI-67	MKI67	363
22.3165	17.9448	21.1682	22.0895	22.2304	22.2435	22.9766	22.5984	21.6756	22.4549				-1								7	7	7	15	15	15	63.541	0	52.532	45884000	31	42	0.608146	1.91009	1.35626	0.89803	0.768071	1.92552	0.328146	-1.14202	-0.797666	P46060	P46060	Ran GTPase-activating protein 1	RANGAP1	364
25.8961	24.4671	24.7862	24.0328	23.3166	24.7554	24.2367	23.5469	24.9744	24.5031				-1		#ERROR!	WT281_W281P					17	17	17	26.8	26.8	26.8	89.301	0	157.41	259270000	42	119	1.37812	-0.948163	-2.95244	1.04669	-0.824714	-2.22803	0.156432	0.123449	0.417812	P46087	P46087	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	NOP2	365
27.7251	25.3354	26.2037	25.4172	25.4015	26.0815	25.4362	24.9915	26.3654	25.9115				-1								5	5	5	29.7	29.7	29.7	16.561	0	45.236	729940000	8	41	0.834156	-0.594369	-1.79845	1.03617	-0.624394	-2.20626	0.0261136	-0.0300255	-0.0779074	P46776	P46776	60S ribosomal protein L27a	RPL27A	366
24.6312	23.2043	24.3106	24.3028	24.4187	25.2069	23.9808	23.6208	24.8666	24.852				-1								9	9	9	37.7	37.7	37.7	34.362	0	67.193	228640000	17	83	0.192927	-0.300862	-0.503125	0.72555	-0.599988	-1.58508	0.181308	-0.299126	-0.476305	P46777	P46777	60S ribosomal protein L5	RPL5	367
28.1488	27.3371	27.717	27.2821	27.0056	27.862	28.0077	26.6374	27.77	27.3741				-1								8	8	8	38.8	38.8	38.8	18.565	0	191.35	2006700000	9	130	0.254335	-0.27681	-0.6404	0.381034	-0.403437	-0.906633	0.221938	-0.126626	-0.568849	P46778	P46778	60S ribosomal protein L21	RPL21	368
27.7367	25.2277	26.538	25.339	25.6317	26.2007	26.4864	25.1371	26.4929	25.5696				-1								6	6	6	38.7	38.7	38.7	15.747	0	59.036	807090000	11	66	0.00701656	-0.0116679	-0.0213706	0.198371	-0.274165	-0.515589	0.193729	-0.262498	-0.504967	P46779	P46779	60S ribosomal protein L28	RPL28	369
28.8715	26.1957	27.1827	26.6186	26.3047	27.0132	26.6843	25.5733	27.2512	26.7799				-1								13	13	13	41.2	41.2	41.2	22.591	0	118.28	1474400000	14	115	0.549714	-0.554816	-1.24218	0.959403	-0.750739	-2.04913	0.219315	-0.195923	-0.562975	P46781	P46781	40S ribosomal protein S9	RPS9	370
24.7276	20.7233	23.8576	24.5437	24.868	24.2502	24.3259	22.2772	24.6994	23.8112				-1								6	6	6	40.2	40.2	40.2	22.876	0	95.39	187820000	10	54	0.199341	0.745745	0.517804	0.184459	-0.393451	-0.483609	0.393937	-1.1392	-0.932854	P46782	P46782	40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed	RPS5	371
19.2023	20.9753	20.4217	22.6327	22.5995	22.3698	18.0739	20.8874	21.6456	22.728				-1								4	4	4	23.6	23.6	23.6	18.898	0	28.985	34515000	13	23	0.374164	-1.26272	-0.892618	0.359715	-1.2878	-0.863014	0.00955604	-0.0250829	-0.0290228	P46783;Q9NQ39	P46783;Q9NQ39	40S ribosomal protein S10;Putative 40S ribosomal protein S10-like	RPS10;RPS10P5	372
