Intensity 01_rerun	Intensity 02	Intensity 03	Intensity 04	Intensity 05	Intensity 06	Intensity 07	Intensity 08	Intensity 09	Intensity 10	C: Reverse	C: Potential contaminant	C: Taxonomy IDs	C: Student's T-test Significant I315I_I315R	C: Student's T-test significant	C: Student's T-test Significant I315I_I315X	C: Student's T-test significant_	C: Student's T-test Significant I315R_I315X	C: Student's T-test significant__	C: Student's T-test Significant I315R_I315X_	C: Student's T-test significant___	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: iBAQ peptides	N: MS/MS count	N: -Log Student's T-test p-value I315I_I315R	N: Student's T-test Difference I315I_I315R	N: Student's T-test Test statistic I315I_I315R	N: -Log Student's T-test p-value I315I_I315X	N: Student's T-test Difference I315I_I315X	N: Student's T-test Test statistic I315I_I315X	N: -Log Student's T-test p-value I315R_I315X	N: Student's T-test q-value I315R_I315X	N: Student's T-test Difference I315R_I315X	N: Student's T-test Test statistic I315R_I315X	N: -Log Student's T-test p-value I315R_I315X_	N: Student's T-test Difference I315R_I315X_	N: Student's T-test Test statistic I315R_I315X_	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
22.7935	23.4002	23.3645	23.2066	23.4884	22.8601	22.8736	23.2679	23.1754	23.4316			-1									5	5	4	28	28	24.6	33.784	0	22.612	96773000	22	63	0.387652	-0.156818	-0.920097	0.147605	-0.096981	-0.396675	0.108447	0.929814	0.0598373	0.300132	0.108447	0.0598373	0.300132	P22087	P22087	rRNA 2-O-methyltransferase fibrillarin	FBL	237
21.4894	22.9549	22.6377	22.2241	22.4083	21.062	21.8159	21.8674	21.4169	21.6885			-1									7	3	1	28.9	16	7.2	29.455	0	9.3532	43952000	19	14	0.0668625	-0.11538	-0.191708	0.307884	-0.476051	-0.755176	0.548171	0.772262	-0.360671	-1.23916	0.548171	-0.360671	-1.23916	P22090	P22090	40S ribosomal protein S4, Y isoform 1	RPS4Y1	238
28.0259	27.7689	27.7499	27.6488	28.8585	27.7371	27.8275	27.8664	27.7737	28.2324			-1									20	20	20	63.7	63.7	63.7	37.429	0	168.98	2676300000	19	315	0.384544	-0.155951	-0.913778	0.466395	-0.385406	-1.07809	0.226808	0.878812	-0.229456	-0.579722	0.226808	-0.229456	-0.579722	P22626	P22626	Heterogeneous nuclear ribonucleoproteins A2/B1	HNRNPA2B1	240
24.8731	24.8034	24.9229	24.4902	24.6117	23.8967	24.4435	25.141	24.3698	24.6279			-1									13	13	13	40.4	40.4	40.4	48.442	0	61.902	264060000	23	129	0.53207	-0.396406	-1.20761	0.436797	-0.302778	-1.01913	0.143057	0.913753	0.0936279	0.3857	0.143057	0.0936279	0.3857	P22695	P22695	Cytochrome b-c1 complex subunit 2, mitochondrial	UQCRC2	242
25.4875	25.8646	26.224	25.4292	27.0444	25.4345	25.9076	25.717	25.5957	26.1649			-1									13	13	12	26	26	24.9	76.149	0	46.796	659500000	32	123	0.217639	-0.138739	-0.559214	0.986838	-0.760359	-2.10494	0.708269	0.726606	-0.621621	-1.55135	0.708269	-0.621621	-1.55135	P23246	P23246	Splicing factor, proline- and glutamine-rich	SFPQ	244
19.7443	21.6009	22.6465	21.4767	20.8417	18.3504	21.3269	20.2661	18.9312	20.6776			-1									5	5	5	21.3	21.3	21.3	51.169	0	9.4245	21825000	21	16	0.482702	-1.17933	-1.1104	0.804255	-1.9775	-1.73942	0.546506	0.77231	-0.798176	-1.2359	0.546506	-0.798176	-1.2359	P23258;Q9NRH3	P23258;Q9NRH3	Tubulin gamma-1 chain;Tubulin gamma-2 chain	TUBG1;TUBG2	245
25.402	26.4175	26.5446	26.2295	26.4238	25.0618	25.8815	25.6473	25.0511	25.8284			-1									11	11	11	57.2	57.2	57.2	26.688	0	30.104	644300000	19	128	0.332634	-0.391563	-0.807016	0.709797	-0.773116	-1.55433	0.646174	0.766474	-0.381552	-1.43034	0.646174	-0.381552	-1.43034	P23396	P23396	40S ribosomal protein S3	RPS3	246
23.4028	23.5635	24.2519	23.1163	23.7805	23.5843	22.547	22.5636	23.7568	22.9907			-1	#ERROR!	I315I_I315R							6	6	6	56.6	56.6	56.6	18.502	0	18.846	114380000	12	51	1.8565	0.744666	4.18026	0.0743481	0.108404	0.211743	0.522626	0.763061	-0.636262	-1.18907	0.522626	-0.636262	-1.18907	P23528;Q9Y281	P23528	Cofilin-1	CFL1	247
20.2278	20.8273	21.4556	20.3182	20.7228	20.6642	19.3828	19.3804	20.6166	19.8536			-1	#ERROR!	I315I_I315R							2	2	2	12.4	12.4	12.4	24.763	0	8.6701	14585000	14	12	1.42551	0.851941	3.06324	0.107874	0.182262	0.298683	0.431121	0.771963	-0.669679	-1.00777	0.431121	-0.669679	-1.00777	P24534	P24534	Elongation factor 1-beta	EEF1B2	250
21.6158	20.5783	21.5695	20.4071	20.5886	19.4435	19.4132	18.6009	18.4074	18.1184			-1									7	2	2	56.4	18	18	19.827	0.001548	2.2697	12617000	11	3	0.175767	0.434265	0.463407	0.520407	-1.04735	-1.18471	0.725549	0.734506	-1.48161	-1.58508	0.725549	-1.48161	-1.58508	P24844	P24844	Myosin regulatory light polypeptide 9	MYL9	252
27.1155	27.9382	28.4291	28.4124	28.9753	25.2018	28.9853	28.0459	25.7741	27.6264			-1			#ERROR!	I315I_I315X					1	1	1	0.4	0.4	0.4	311.64	0.0057225	1.8687	2760700000	177	25	0.93293	-1.72354	-1.99561	1.36418	-2.49186	-2.92024	1.23538	0.650943	-0.768323	-2.63044	1.23538	-0.768323	-2.63044	P25054	P25054	Adenomatous polyposis coli protein	APC	253
19.1	17.2489	19.5127	18.4309	20.8515	19.0666	19.6658	20.4564	18.5782	20.2629			-1									2	2	2	3.1	3.1	3.1	90.98	0	3.5036	8024500	56	7	0.775171	-1.4189	-1.68223	1.1694	-1.71214	-2.487	0.140712	0.910491	-0.293238	-0.380018	0.140712	-0.293238	-0.380018	P25205	P25205	DNA replication licensing factor MCM3	MCM3	254
23.4853	23.5211	23.6105	23.0425	24.0102	22.1019	22.8304	22.8529	23.0459	23.0436			-1									5	5	5	50.8	50.8	50.8	14.515	0	25.85	98966000	7	45	0.0749793	-0.0900307	-0.213421	0.475264	-0.594048	-1.09568	0.646578	0.774458	-0.504018	-1.43112	0.646578	-0.504018	-1.43112	P25398	P25398	40S ribosomal protein S12	RPS12	255
24.7017	25.2654	24.9279	24.2619	25.2928	24.6722	25.0541	25.5048	25.2631	24.7033			-1									14	14	14	34.9	34.9	34.9	59.75	0	63.71	337520000	36	152	0.230736	0.243532	0.588459	0.0373279	-0.0247142	-0.110091	0.285399	0.827217	-0.268246	-0.707456	0.285399	-0.268246	-0.707456	P25705	P25705	ATP synthase subunit alpha, mitochondrial	ATP5A1	256
18.7899	18.3422	24.3968	19.8366	20.9352	19.1785	18.3429	17.9458	19.548	19.7184			-1									11	3	3	18.9	7.5	7.5	67.819	0	3.6848	26649000	40	3	0.071237	-0.144029	-0.203446	0.543777	-2.20209	-1.23055	0.481571	0.746486	-2.05806	-1.10816	0.481571	-2.05806	-1.10816	P26038	P26038	Moesin	MSN	258
22.1263	22.4263	22.0023	21.1332	22.5142	21.9093	21.4393	21.6551	21.6671	22.1523			-1									4	4	4	10.9	10.9	10.9	53.5	0	6.902	40781000	19	28	0.406165	0.354031	0.957593	0.0134984	0.0156218	0.0408184	0.325087	0.806141	-0.338409	-0.791281	0.325087	-0.338409	-0.791281	P26368	P26368	Splicing factor U2AF 65 kDa subunit	U2AF2	260
27.7377	28.304	28.3332	27.9171	28.2336	27.7307	27.6464	27.595	27.3696	27.9565			-1									11	11	11	46.9	46.9	46.9	24.261	0	76.465	2531900000	14	142	0.0243439	-0.0214761	-0.0727626	0.319053	-0.269642	-0.778655	0.437939	0.770397	-0.248166	-1.02142	0.437939	-0.248166	-1.02142	P26373	P26373	60S ribosomal protein L13	RPL13	261
21.506	21.6552	21.6069	21.7086	23.4716	21.6941	21.6278	20.4806	21.7061	21.852			-1									4	4	4	18.2	18.2	18.2	24.033	0	5.8488	39837000	13	10	0.31797	0.338095	0.776384	0.372864	-0.55027	-0.889963	0.515545	0.767549	-0.888365	-1.17516	0.515545	-0.888365	-1.17516	P26583	P26583	High mobility group protein B2	HMGB2	262
26.3436	26.4663	26.93	26.228	27.0868	26.0181	26.1275	26.1717	25.751	26.179			-1									17	17	17	54.6	54.6	54.6	57.221	0	245.43	876170000	22	228	0.211926	-0.114433	-0.546356	0.810966	-0.63632	-1.75265	0.81145	0.684083	-0.521887	-1.7536	0.81145	-0.521887	-1.7536	P26599;O95758	P26599	Polypyrimidine tract-binding protein 1	PTBP1	263
21.8277	23.1018	22.5681	22.514	22.4327	21.97	21.5228	21.8041	22.7076	21.3008			-1									5	5	5	15.1	15.1	15.1	50.118	0	8.9057	50809000	27	28	0.676432	0.720201	1.48927	0.376396	0.418651	0.897176	0.248055	0.864342	-0.301551	-0.626668	0.248055	-0.301551	-0.626668	P26641	P26641	Elongation factor 1-gamma	EEF1G	264
22.676	23.845	22.3696	21.3361	22.3741	22.8578	21.401	22.6982	22.7695	22.1002			-1									7	7	7	36.1	36.1	36.1	31.73	0	21.432	64094000	18	32	0.996528	1.11258	2.12474	1.10306	1.10916	2.34582	0.0021938	0.99536	-0.00342623	-0.00671829	0.0021938	-0.00342623	-0.00671829	P27105	P27105	Erythrocyte band 7 integral membrane protein	STOM	265
25.8686	26.1848	26.4617	26.1838	26.3967	25.0009	25.4898	25.8211	25.1948	25.559			-1									10	10	10	43	43	43	24.604	0	65.266	622350000	13	147	0.409653	-0.394457	-0.96463	0.609717	-0.655879	-1.35932	0.292069	0.818071	-0.261422	-0.721678	0.292069	-0.261422	-0.721678	P27635;Q96L21	P27635	60S ribosomal protein L10	RPL10	266
21.9044	22.897	23.2331	22.7009	23.2267	21.7617	22.3147	21.5195	22.0672	21.9016			-1									7	7	7	9.5	9.5	9.5	121	0	26.408	58320000	66	37	0.15493	0.20131	0.41423	0.680362	-0.682879	-1.49693	0.890448	0.648806	-0.88419	-1.91036	0.890448	-0.88419	-1.91036	P27816	P27816	Microtubule-associated protein 4	MAP4	267
22.0362	22.6229	21.7955	21.4486	23.022	21.1134	21.7307	22.7987	21.0962	22.0038			-1									7	7	7	14.6	14.6	14.6	75.475	0	10.927	45272000	43	26	0.300153	-0.472865	-0.73884	0.362868	-0.57186	-0.869491	0.0597135	0.950494	-0.0989952	-0.17234	0.0597135	-0.0989952	-0.17234	P28288	P28288	ATP-binding cassette sub-family D member 3	ABCD3	268
18.9501	19.1086	19.5811	19.2366	19.6986	18.6265	19.2083	19.0838	18.2511	18.8926			-1			#ERROR!	I315I_I315X					1	1	1	2.2	2.2	2.2	79.467	0.0085106	1.8318	5071600	41	5	0.696979	-0.408919	-1.52932	1.34976	-0.833933	-2.88709	1.12174	0.672294	-0.425014	-2.38527	1.12174	-0.425014	-2.38527	P28331	P28331	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	NDUFS1	269
18.8129	18.1705	20.6591	19.287	17.9242	18.2111	18.5055	19.4126	17.0972	18.7952			-1	#ERROR!	I315I_I315R							2	2	2	9.1	9.1	9.1	32.868	0.0015723	2.3863	3354500	15	2	1.508	-1.33871	-3.26121	0.592025	-1.20334	-1.32483	0.0547355	0.948158	0.135372	0.158713	0.0547355	0.135372	0.158713	P29372	P29372	DNA-3-methyladenine glycosylase	MPG	270
19.9995	22.0333	21.2956	20.4227	22.1676	20.7746	20.3507	20.4214	21.8848	21.3313			-1									4	4	4	16.4	16.4	16.4	31.121	0	6.217	25077000	20	19	0.773801	0.839085	1.67955	0.167994	0.292936	0.445189	0.378456	0.792748	-0.546149	-0.901378	0.378456	-0.546149	-0.901378	P29692	P29692	Elongation factor 1-delta	EEF1D	272
26.267	26.1135	25.7596	26.1174	26.7882	25.7126	25.2442	25.6108	26.0632	26.0721			-1									5	5	5	49.1	49.1	49.1	17.818	0	221.08	685500000	11	101	0.0496546	0.029686	0.144681	0.023039	0.0324815	0.0689571	0.00189383	0.994264	0.00279554	0.00580165	0.00189383	0.00279554	0.00580165	P30050	P30050	60S ribosomal protein L12	RPL12	273
22.0466	22.9606	22.6265	22.4707	23.2825	21.5271	22.5682	22.6809	21.3194	22.5548			-1									9	9	9	31.9	31.9	31.9	52.645	0	22.463	59727000	25	44	0.537668	-0.633099	-1.21858	0.721293	-0.890045	-1.57677	0.469452	0.748702	-0.256946	-1.08416	0.469452	-0.256946	-1.08416	P31930	P31930	Cytochrome b-c1 complex subunit 1, mitochondrial	UQCRC1	278
25.2067	24.9802	24.7109	24.5738	25.6152	23.8686	24.6446	24.8466	23.9906	24.5016			-1									6	6	6	24	24	24	36.926	0	77.592	287780000	20	77	0.418542	-0.360872	-0.982528	0.686129	-0.710407	-1.50817	0.456536	0.76468	-0.349535	-1.0585	0.456536	-0.349535	-1.0585	P31942	P31942	Heterogeneous nuclear ribonucleoprotein H3	HNRNPH3	279
28.474	28.6832	28.7577	28.1827	28.7748	27.3279	28.2208	28.4425	27.3352	28.5671			-1									16	16	10	46.8	46.8	29.2	49.229	0	323.31	3434800000	25	401	0.5919	-0.615348	-1.32459	0.759455	-0.802381	-1.65142	0.364577	0.788796	-0.187033	-0.872996	0.364577	-0.187033	-0.872996	P31943	P31943	Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed	HNRNPH1	280
24.0061	24.5228	24.0776	24.6488	25.5831	23.3015	24.6641	24.365	24.0988	24.1455			-1									7	7	7	61.5	61.5	61.5	21.863	0	103.85	230280000	11	79	0.460389	-0.412106	-1.06616	0.638263	-0.80057	-1.41493	0.349205	0.79739	-0.388464	-0.841364	0.349205	-0.388464	-0.841364	P32969	P32969	60S ribosomal protein L9	RPL9	284
20.1099	20.3163	21.2682	20.0018	19.7736	19.0296	20.3415	20.0913	19.2756	18.6447			-1									3	3	3	5.4	5.4	5.4	82.285	0	3.4144	10934000	47	8	0.0211278	-0.0387789	-0.0633653	0.716199	-0.920598	-1.56682	0.61996	0.760632	-0.881819	-1.37928	0.61996	-0.881819	-1.37928	P33992	P33992	DNA replication licensing factor MCM5	MCM5	287
21.9671	22.9578	23.4107	22.3157	22.483	21.2039	22.7626	22.6562	21.4184	21.6023			-1									8	8	8	16.6	16.6	16.6	81.307	0	14.804	56608000	48	29	0.201592	-0.331366	-0.522935	0.764896	-1.02539	-1.66208	0.770935	0.715816	-0.694021	-1.67392	0.770935	-0.694021	-1.67392	P33993	P33993	DNA replication licensing factor MCM7	MCM7	288
21.6873	21.8207	22.1993	21.9567	22.924	19.4375	22.3492	22.0897	17.0888	21.329			-1									6	4	1	12.5	8	1.9	70.374	0	4.8302	37076000	39	11	0.779327	-2.34282	-1.69039	1.03232	-3.04183	-2.19831	1.01839	0.628396	-0.699004	-2.16959	1.01839	-0.699004	-2.16959	P34931	P34931	Heat shock 70 kDa protein 1-like	HSPA1L	289
17.5564	20.4969	20.8928	19.0105	20.5119	17.6612	18.6668	19.0807	18.1672	19.1155			-1									2	2	2	3.8	3.8	3.8	94.33	0	5.6424	7283000	57	3	0.12288	-0.293819	-0.336275	0.489449	-1.24878	-1.12373	0.624399	0.758879	-0.954964	-1.38793	0.624399	-0.954964	-1.38793	P34932	P34932	Heat shock 70 kDa protein 4	HSPA4	290
21.6948	22.6664	21.9174	20.6438	22.8095	22.0698	21.6086	22.1704	23.3943	22.2964			-1									8	8	8	44.5	44.5	44.5	29.804	0	14.596	51497000	18	21	0.70103	1.0066	1.53722	0.496818	0.598337	1.13828	0.25243	0.860952	-0.40826	-0.636242	0.25243	-0.40826	-0.636242	P35232	P35232	Prohibitin	PHB	291
24.4375	24.7298	23.7114	24.535	25.495	24.1784	24.2912	24.1656	23.948	24.5095			-1									4	4	4	50.8	50.8	50.8	14.787	0	22.316	234280000	6	49	0.171109	-0.117985	-0.452509	0.137557	-0.213811	-0.372348	0.0617591	0.949179	-0.0958265	-0.177906	0.0617591	-0.0958265	-0.177906	P35268	P35268	60S ribosomal protein L22	RPL22	293
28.7986	28.4583	28.4179	27.9724	28.9722	29.1221	27.6031	28.3099	27.4367	28.0343		#ERROR!	-1									34	34	33	83.5	83.5	83.5	62.064	0	323.31	3561800000	30	439	0.176865	0.233473	0.46597	0.00412668	0.00795873	0.0126098	0.213031	0.882531	-0.225514	-0.548847	0.213031	-0.225514	-0.548847	P35527;CON__P35527	P35527;CON__P35527	Keratin, type I cytoskeletal 9	KRT9	294
31.9201	31.4426	32.2955	31.1343	30.9899	30.9367	30.4247	29.8713	29.5279	30.4968			-1									167	143	136	66.7	60.5	57.6	226.53	0	323.31	23511000000	127	2376	0.0694783	0.134951	0.198737	0.307405	-0.600988	-0.754166	0.48234	0.747119	-0.735938	-1.10968	0.48234	-0.735938	-1.10968	P35579;REV__Q08AF3;REV__Q9UKV3;P12883;P13535;Q9UKX3;Q9Y623;P13533;P12882;Q9UKX2;A7E2Y1	P35579	Myosin-9	MYH9	295
32.2332	31.7178	31.9999	31.3469	31.1372	31.4096	30.6309	30.1121	30.1443	30.7512			-1									169	169	135	67.3	67.3	56.7	229	0	323.31	26638000000	125	2531	0.231716	0.353823	0.590635	0.094469	-0.16545	-0.264438	0.412121	0.781009	-0.519274	-0.969605	0.412121	-0.519274	-0.969605	P35580	P35580	Myosin-10	MYH10	296
24.4551	24.758	24.808	24.444	24.6841	24.2498	24.1091	24.3433	24.5396	24.637			-1									7	7	5	20.3	20.3	18.6	53.425	0	30.273	240330000	17	61	0.0853532	0.0410646	0.240765	0.0229659	-0.0179297	-0.0687437	0.0905762	0.931993	-0.0589943	-0.254368	0.0905762	-0.0589943	-0.254368	P35637	P35637	RNA-binding protein FUS	FUS	298
24.1086	24.4425	24.8251	24.5018	25.1931	23.5782	24.3297	24.7252	22.3935	24.8635			-1									22	22	22	19.5	19.5	19.5	213.62	0	48.979	230110000	68	100	0.950774	-1.22545	-2.03165	0.95231	-1.31127	-2.03476	0.11481	0.924396	-0.0858167	-0.316151	0.11481	-0.0858167	-0.316151	P35658	P35658	Nuclear pore complex protein Nup214	NUP214	299
21.138	20.7368	19.6766	20.5387	22.0462	20.4956	19.0577	20.7974	20.489	20.8894			-1									3	3	3	10.1	10.1	10.1	42.674	0	5.3384	18007000	24	18	0.560995	-0.168051	-1.26424	0.125601	0.313634	0.343013	0.202689	0.879045	0.481684	0.525432	0.202689	0.481684	0.525432	P35659	P35659	Protein DEK	DEK	300
19.7107	24.8986	24.6163	19.038	21.2053	19.4948	20.5123	18.4547	19.8795	19.151			-1									2	2	2	7.7	7.7	7.7	32.996	0	2.5693	64949000	17	5	0.656187	2.54302	1.44984	0.115938	-0.68701	-0.318979	1.18033	0.690828	-3.23003	-2.51054	1.18033	-3.23003	-2.51054	P36542	P36542	ATP synthase subunit gamma, mitochondrial	ATP5C1	301
22.0343	19.653	22.2573	18.8028	20.9425	19.427	20.0114	20.614	19.681	19.2261			-1									2	2	2	11.9	11.9	11.9	26.145	0	3.2523	17426000	16	11	0.0238193	0.0393836	0.0712341	1.062	-1.48339	-2.25983	0.829937	0.689518	-1.52277	-1.79011	0.829937	-1.52277	-1.79011	P36543	P36543	V-type proton ATPase subunit E 1	ATP6V1E1	302
27.1727	27.4066	27.5418	27.4338	27.4038	26.687	26.7537	27.0601	27.0384	27.001			-1									21	21	21	45.9	45.9	45.9	47.697	0	107.54	1516700000	30	210	0.186261	-0.120981	-0.487776	0.232092	-0.189091	-0.591471	0.0869007	0.935611	-0.0681101	-0.244807	0.0869007	-0.0681101	-0.244807	P36578	P36578	60S ribosomal protein L4	RPL4	303
23.3877	23.6813	23.7019	23.0611	22.8923	23.0112	22.3418	22.4721	22.5694	22.3013			-1									7	7	1	33.1	33.1	4.3	36.983	0	26.466	85588000	19	45	0.527774	0.475821	1.19918	0.0747756	0.108651	0.21288	0.330797	0.803908	-0.36717	-0.803193	0.330797	-0.36717	-0.803193	P36873	P36873	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	PPP1CC	304
22.5458	23.3534	23.7208	22.7647	22.8946	22.5425	21.6044	21.0203	22.124	22.4009			-1									4	4	4	48.5	48.5	48.5	14.57	0	11.553	67121000	8	12	0.403283	0.611305	0.951772	0.0314605	-0.066625	-0.0933409	0.345399	0.798152	-0.67793	-0.833501	0.345399	-0.67793	-0.833501	P37108	P37108	Signal recognition particle 14 kDa protein	SRP14	305
22.1578	23.1682	23.2873	22.9747	23.0884	21.36	22.4123	23.3404	20.2056	23.2457			-1									6	6	6	20.1	20.1	20.1	53.254	0	21.891	71554000	13	35	0.860828	-1.60897	-1.85134	0.681074	-1.35134	-1.49832	0.377265	0.786577	0.25763	0.898949	0.377265	0.25763	0.898949	P37198	P37198	Nuclear pore glycoprotein p62	NUP62	306
25.0388	24.0716	23.9948	23.921	24.9355	24.7491	23.8749	24.8081	24.856	25.2671			-1									6	6	6	15.6	15.6	15.6	42.331	0	15.043	260490000	33	51	0.0808419	-0.106501	-0.228929	0.281385	0.290494	0.698869	0.313054	0.817805	0.396994	0.766063	0.313054	0.396994	0.766063	P38159;Q96E39;O75526;Q8N7X1	P38159;Q96E39	RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed;RNA binding motif protein, X-linked-like-1	RBMX;RBMXL1	307
20.6485	19.0801	19.6551	20.7341	21.8777	19.8713	22.468	22.2325	20.0203	19.7839			-1									4	4	4	8.4	8.4	8.4	68.303	0	6.5182	22276000	38	7	0.751388	-1.2596	-1.63561	0.861633	-1.67637	-1.85294	0.138266	0.906063	-0.416775	-0.374072	0.138266	-0.416775	-0.374072	P38606	P38606	V-type proton ATPase catalytic subunit A	ATP6V1A	309
23.2836	23.1656	23.6204	23.6257	24.1458	22.2862	23.1803	23.0567	21.8213	22.7649			-1									14	14	14	29.7	29.7	29.7	73.68	0	39.393	98199000	43	78	0.706447	-0.724719	-1.54779	1.19181	-1.22446	-2.53536	0.593297	0.766564	-0.499736	-1.32731	0.593297	-0.499736	-1.32731	P38646	P38646	Stress-70 protein, mitochondrial	HSPA9	310
21.027	21.7398	21.3541	21.3821	23.077	20.1836	21.9532	21.6032	20.9098	21.7584			-1									4	3	3	12.2	8.3	8.3	46.871	0	4.2444	33856000	25	17	0.618552	-0.636843	-1.37654	0.809969	-1.18367	-1.75068	0.456474	0.762189	-0.546823	-1.05838	0.456474	-0.546823	-1.05838	P38919	P38919	Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed	EIF4A3	311
22.1389	22.9434	22.4927	22.1911	23.9353	20.8351	20.5161	20.7233	22.9362	22.4106			-1									5	5	5	29	29	29	16.06	0	7.6159	58118000	12	25	0.203375	0.463249	0.526992	0.0209949	-0.076465	-0.0629755	0.183033	0.881036	-0.539714	-0.480308	0.183033	-0.539714	-0.480308	P39019	P39019	40S ribosomal protein S19	RPS19	312
26.6154	26.8721	26.982	26.8295	27.3713	26.434	25.8239	26.3532	26.8994	26.7242			-1									14	14	14	35.7	35.7	35.7	46.108	0	104.28	1122900000	22	250	0.181479	0.0995388	0.476703	0.00635109	0.00945727	0.0193582	0.0644195	0.950327	-0.0900815	-0.185116	0.0644195	-0.0900815	-0.185116	P39023;Q92901	P39023	60S ribosomal protein L3	RPL3	313
21.6008	22.8056	22.1123	21.1868	22.3944	22.1345	21.7226	22.1844	22.5366	21.9005			-1									5	5	5	16.9	16.9	16.9	50.8	0	17.151	45775000	24	26	0.969597	0.735013	2.06982	0.686431	0.415819	1.50876	0.377393	0.788787	-0.319195	-0.89921	0.377393	-0.319195	-0.89921	P39656	P39656	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	DDOST	315
25.4515	25.4919	24.4551	25.4329	25.7598	25.0406	24.8743	24.88	25.3645	25.4458			-1									7	7	7	30.5	30.5	30.5	23.577	0	17.468	403230000	17	71	0.0701701	0.0460981	0.200591	0.263818	0.26926	0.661021	0.20125	0.877669	0.223162	0.522155	0.20125	0.223162	0.522155	P40429;Q6NVV1	P40429;Q6NVV1	60S ribosomal protein L13a;Putative 60S ribosomal protein L13a protein RPL13AP3	RPL13A;RPL13AP3	316
24.1465	24.1941	24.666	23.8213	25.1975	23.6015	23.9494	23.9971	23.6102	24.4094			-1									8	8	2	32.6	32.6	9.7	50.67	0	102.66	198440000	25	92	0.449529	-0.274023	-1.04455	0.910528	-0.802361	-1.95057	0.587615	0.767946	-0.528338	-1.31623	0.587615	-0.528338	-1.31623	P42167	P42167	Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin	TMPO	318
19.0288	18.9801	18.9315	19.1263	19.8374	19.3755	19.5072	19.1049	17.4436	21.019			-1									3	3	3	5.4	5.4	5.4	117.8	0	4.7899	6602800	59	4	0.593916	-1.15036	-1.32852	0.568115	-0.825648	-1.27816	0.179591	0.883827	0.324707	0.472318	0.179591	0.324707	0.472318	P42285	P42285	Superkiller viralicidic activity 2-like 2	SKIV2L2	319
24.7933	24.6426	25.3102	24.8638	24.4611	23.8846	24.9918	24.7348	24.066	24.7588			-1									3	3	1	38.1	38.1	13.1	9.461	0	12.238	273220000	5	39	1.19207	-0.588065	-2.53593	1.00722	-0.72329	-2.14664	0.20877	0.881384	-0.135225	-0.539226	0.20877	-0.135225	-0.539226	P42677	P42677	40S ribosomal protein S27	RPS27	321
23.26	23.7527	23.7976	23.4306	25.1897	23.1378	23.2326	22.7395	23.1807	24.0986			-1									16	16	16	16.9	16.9	16.9	157.9	0	35.663	141900000	102	110	0.051487	-0.0658296	-0.149756	0.510796	-0.716265	-1.16581	0.391132	0.791283	-0.650436	-0.927165	0.391132	-0.650436	-0.927165	P42704	P42704	Leucine-rich PPR motif-containing protein, mitochondrial	LRPPRC	322
25.0708	25.2202	24.4525	25.0992	25.2427	24.7783	24.0803	24.7382	25.1851	25.1842			-1									3	3	3	26	26	26	14.551	0	32.829	323700000	6	40	0.0982732	0.0540206	0.274222	0.561593	0.46935	1.26541	0.490405	0.752488	0.41533	1.12562	0.490405	0.41533	1.12562	P42766	P42766	60S ribosomal protein L35	RPL35	323
25.4584	25.7196	25.846	25.394	25.8615	25.1003	24.9642	25.2496	25.0405	25.5255			-1									18	18	18	30.5	30.5	30.5	94.622	0	110.42	458130000	47	136	0.167943	-0.102923	-0.44507	0.298811	-0.270487	-0.735997	0.21164	0.882063	-0.167564	-0.545711	0.21164	-0.167564	-0.545711	P43243	P43243	Matrin-3	MATR3	324
18.8886	20.1657	20.0663	18.8256	19.266	19.5065	19.0229	21.0115	21.2371	18.7579			-1									2	2	2	8	8	8	32.235	0	3.3664	9675700	10	9	0.358884	0.771414	0.861307	0.64684	0.851346	1.43163	0.0335598	0.958881	0.0799319	0.0993559	0.0335598	0.0799319	0.0993559	P43307	P43307	Translocon-associated protein subunit alpha	SSR1	325
25.1911	25.5283	24.9039	24.9504	26.1646	25.4388	24.7964	25.3382	25.199	25.838			-1									9	9	9	43.9	43.9	43.9	31.566	0	137.6	441270000	16	111	0.0158588	0.0131563	0.047833	0.0786142	0.100396	0.223053	0.0593862	0.94985	0.0872402	0.171448	0.0593862	0.0872402	0.171448	P45880	P45880	Voltage-dependent anion-selective channel protein 2	VDAC2	326
20.1929	20.0718	20.8811	20.5239	19.4038	19.7522	20.4078	20.1064	19.6336	20.5064			-1	#ERROR!	I315I_I315R							2	2	2	1.3	1.3	1.3	358.69	0.0030581	2.1748	12139000	205	5	1.38197	-0.559704	-2.96136	0.380358	-0.411688	-0.905255	0.118076	0.920099	0.148016	0.324322	0.118076	0.148016	0.324322	P46013	P46013	Antigen KI-67	MKI67	327
